Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price ($),T_plus_10_Date,T_plus_10_Price ($),Percent_Return,Deal Status,Benchmark_Return,Abnormal_Return,Weighted_Abnormal_Return,Weight,Log_Carbon_Intensity
2020-03-12,2019,ALE,ALLETE Inc,1240.500000,4591359.200000,3701.216600,Brown,300 MW Caddo Wind Project,Green,Greenlight Energy Resources Inc,,,2020-02-28,55.500000,2020-03-23,42.030000,-24.280000,Completed,-17.236246,-7.043754,-0.003487,0.000495,8.216687
2019-10-25,2018,D,Dominion Energy Inc,11199.000000,20896503.620000,1865.925900,Brown,Solar Generating Project,Green,First Solar Inc,,,2019-10-14,64.040000,2019-11-04,65.460000,2.230000,Completed,5.735032,-3.505032,-0.015667,0.004470,7.532048
2019-09-26,2018,D,Dominion Energy Inc,11199.000000,20896503.620000,1865.925900,Brown,"15 MW Myrtle Solar project,80 MW Greensville Solar facility",Green,Macquarie Group Ltd,,,2019-09-13,61.890000,2019-10-07,63.990000,3.390000,Completed,-5.296821,8.686821,0.038828,0.004470,7.532048
2019-09-12,2018,DUK,Duke Energy Corp,24521.000000,96560349.130000,3937.863400,Brown,Solar project/Texas,Green,Canadian Solar Inc,,,2019-08-30,74.190000,2019-09-23,76.320000,2.870000,Completed,7.621155,-4.751155,-0.046499,0.009787,8.278647
2019-07-24,2018,AEP,American Electric Power Co Inc,16195.700000,38010092.990000,2346.925000,Brown,Santa Rita East Wind Project,Green,Invenergy Renewables LLC,,,2019-07-12,73.490000,2019-08-05,71.670000,-2.470000,Completed,-8.680056,6.210056,0.040142,0.006464,7.761287
2019-06-17,2018,TTE,TotalEnergies SE,184106.000000,40709232.890000,221.118400,Brown,Go Electric Inc,Green,,,,2019-06-06,37.130000,2019-06-27,39.220000,5.630000,Completed,6.137026,-0.507026,-0.037257,0.073481,5.403211
2019-06-11,2018,PLUG,Plug Power Inc,174.220000,5775.310000,33.150500,Brown,EnergyOr Technologies Inc,Green,,,,2019-05-31,2.560000,2019-06-21,2.300000,-10.160000,Completed,7.221937,-17.381937,-0.001209,0.000070,3.530777
2019-05-30,2018,DUK,Duke Energy Corp,24521.000000,96560349.130000,3937.863400,Brown,Palmer Solar project,Green,Juwi Inc,,,2019-05-17,69.020000,2019-06-10,68.300000,-1.040000,Completed,-4.580739,3.540739,0.034653,0.009787,8.278647
2019-05-30,2018,DUK,Duke Energy Corp,24521.000000,96560349.130000,3937.863400,Brown,150-MW solar project/California,Green,Clearway Energy Group LLC,,,2019-05-17,69.020000,2019-06-10,68.300000,-1.040000,Completed,-4.580739,3.540739,0.034653,0.009787,8.278647
2019-05-17,2018,DUK,Duke Energy Corp,24521.000000,96560349.130000,3937.863400,Brown,100MW Lapetus Solar Energy Project,Green,7x Energy Inc,,,2019-05-06,70.060000,2019-05-28,68.950000,-1.590000,Completed,-5.089493,3.499493,0.034249,0.009787,8.278647
2019-05-16,2018,CSIQ,Canadian Solar Inc,3744.510000,159679.650000,42.643600,Brown,100-MW solar farm,Green,Goldman Sachs Group Inc/The,,,2019-05-03,21.450000,2019-05-28,17.770000,-17.160000,Completed,-4.209895,-12.950105,-0.019354,0.001495,3.776057
2019-04-29,2018,GNRC,Generac Holdings Inc,2023.460000,63554.440000,31.408700,Brown,Pika Energy Inc,Green,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.100000,,2019-04-18,55.020000,2019-05-09,58.080000,5.560000,Completed,-5.569571,11.129571,0.008988,0.000808,3.478427
2019-04-22,2018,NOG,Northern Oil and Gas Inc,678.920000,229013.780000,337.318500,Brown,Williston Basin properties/Valorem Energy LLC,Green,Valorem Energy LLC,295.000000,,2019-04-11,23.000000,2019-05-02,20.530000,-10.730000,Completed,-5.450744,-5.279256,-0.001431,0.000271,5.823988
2019-02-12,2018,AEP,American Electric Power Co Inc,16195.700000,38010092.990000,2346.925000,Brown,AEP Wind Holdings LLC,Green,Sempra,894.000000,,2019-02-01,63.360000,2019-02-22,66.010000,4.180000,Completed,3.104408,1.075592,0.006953,0.006464,7.761287
2018-12-12,2017,BKH,Black Hills Corp,1680.270000,3918307.120000,2331.956400,Brown,29MW Busch Ranch wind farm/Colorado,Green,AltaGas Ltd,16.000000,,2018-11-30,52.620000,2018-12-24,47.980000,-8.820000,Completed,-17.947138,9.127138,0.006121,0.000671,7.754892
2018-10-11,2017,EXC,Exelon Corp,33586.000000,10200734.340000,303.719800,Brown,PFMG Solar LLC,Green,Spear Point Energy LLC,,,2018-09-28,24.830000,2018-10-22,24.740000,-0.370000,Completed,-6.859779,6.489779,0.086996,0.013405,5.719393
2018-09-20,2017,ED,Consolidated Edison Inc,12033.000000,3014998.840000,250.560900,Brown,US renewables portfolio & midstream assets,Green,Sempra,1540.000000,,2018-09-07,63.200000,2018-10-01,59.800000,-5.380000,Completed,6.191405,-11.571405,-0.055574,0.004803,5.527685
2018-08-23,2017,ROCK,Gibraltar Industries Inc,986.920000,33174.790000,33.614500,Brown,SolarBOS,Green,,6.400000,,2018-08-10,43.350000,2018-09-04,45.800000,5.650000,Completed,-0.735005,6.385005,0.002515,0.000394,3.544273
2018-07-25,2017,PLUG,Plug Power Inc,100.150000,4442.440000,44.356500,Brown,American Fuel Cell LLC,Green,Excell Partners Inc,,,2018-07-13,2.050000,2018-08-06,1.970000,-3.900000,Completed,-0.448222,-3.451778,-0.000138,0.000040,3.814553
2018-07-09,2017,DUK,Duke Energy Corp,23565.000000,96513935.200000,4095.647600,Brown,Shoreham Solar Commons project,Green,Invenergy LLC,,,2018-06-28,60.050000,2018-07-19,61.540000,2.490000,Completed,-0.555784,3.045784,0.028647,0.009405,8.317924
2018-07-03,2017,BLDP,Ballard Power Systems Inc,121.290000,4302.310000,35.471900,Brown,Fuel Cell Assets,Green,AFCC Automotive Fuel Cell Cooperation Corp,,,2018-06-22,2.850000,2018-07-13,2.800000,-1.750000,Completed,3.501659,-5.251659,-0.000254,0.000048,3.596542
2018-06-28,2017,WEC,WEC Energy Group Inc,7648.500000,30284894.380000,3959.586100,Brown,Bishop Hill III Wind Energy Center,Green,,143.500000,,2018-06-15,48.930000,2018-07-09,51.700000,5.660000,Completed,1.321979,4.338021,0.013243,0.003053,8.284147
2018-06-25,2017,CMS,CMS Energy Corp,6583.000000,6560220.200000,996.539600,Brown,CMS Northwest Ohio Wind Farm,Green,Starwood Energy Group Global LLC,,,2018-06-14,35.740000,2018-07-05,39.480000,10.450000,Completed,-0.918568,11.368568,0.029870,0.002627,6.905292
2018-06-22,2017,DAN,Dana Inc,7209.000000,208579.330000,28.933200,Brown,TM4 Inc,Green,Hydro-Quebec,123.880000,,2018-06-11,19.570000,2018-07-02,17.330000,-11.440000,Completed,-2.047611,-9.392389,-0.027025,0.002877,3.398968
2018-06-19,2017,LNG,Cheniere Energy Inc,5601.000000,2516949.050000,449.374900,Brown,Cheniere Energy Partners LP Holdings LLC,Green,,575.130000,,2018-06-08,63.090000,2018-06-29,62.900000,-0.310000,Completed,-0.774891,0.464891,0.001039,0.002235,6.110080
2018-06-12,2017,ENPH,Enphase Energy Inc,286.170000,10150.850000,35.471900,Brown,Microinverter business/SunPower Corp,Green,SunPower Corp,66.370000,,2018-06-01,5.780000,2018-06-22,6.620000,14.530000,Completed,-0.476702,15.006702,0.001714,0.000114,3.596542
2018-05-31,2017,PPL,PPL Corp,7447.000000,14529431.420000,1951.044900,Brown,Safari Energy LLC,Green,,,,2018-05-18,19.410000,2018-06-11,18.970000,-2.260000,Completed,-1.803887,-0.456113,-0.001356,0.002972,7.576633
2018-05-04,2017,WEC,WEC Energy Group Inc,7648.500000,30284894.380000,3959.586100,Brown,Forward Wind Energy Center,Green,,173.900000,,2018-04-23,49.780000,2018-05-14,49.910000,0.260000,Completed,5.402487,-5.142487,-0.015699,0.003053,8.284147
2018-03-20,2017,NWE,Northwestern Energy Group Inc,1305.650000,3158489.220000,2419.089600,Brown,Two Dot Wind Farm LLC,Green,New Jersey Resources Corp,18.500000,,2018-03-09,37.560000,2018-04-02,39.280000,4.560000,Completed,-0.952306,5.512306,0.002873,0.000521,7.791560
2018-03-19,2017,NWE,Northwestern Energy Group Inc,1305.650000,3158489.220000,2419.089600,Brown,NorthWestern Two Dot Wind Farm,Green,New Jersey Resources Corp,18.500000,,2018-03-08,37.430000,2018-03-29,40.000000,6.860000,Completed,1.041743,5.818257,0.003032,0.000521,7.791560
2018-02-08,2017,PEG,Public Service Enterprise Group Inc,9094.000000,12074297.040000,1327.721200,Brown,solar energy facility/7 MW,Green,BayWa r.e. GmbH,10.000000,,2018-01-26,40.010000,2018-02-20,38.520000,-3.730000,Completed,-12.115685,8.385685,0.030437,0.003630,7.191972
2018-01-24,2017,ORA,Ormat Technologies Inc,692.810000,173848.100000,250.931100,Brown,US Geothermal Inc,Green,,198.780000,15.540000,2018-01-12,62.860000,2018-02-05,62.120000,-1.180000,Completed,-9.467898,8.287898,0.002292,0.000277,5.529156
2017-12-06,2016,DUK,Duke Energy Corp,22743.000000,97942420.640000,4306.486400,Brown,REC Solar Commercial Corp,Green,,,,2017-11-24,65.710000,2017-12-18,64.060000,-2.520000,Completed,2.985797,-5.505797,-0.049978,0.009077,8.368110
2017-08-03,2016,D,Dominion Energy Inc,11737.000000,32679003.940000,2784.272300,Brown,2 5-megawatt solar facilities,Green,TotalEnergies SE,,,2017-07-21,55.230000,2017-08-14,55.310000,0.140000,Completed,-3.056573,3.196573,0.014974,0.004685,7.932101
