Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price ($),T_plus_10_Date,T_plus_10_Price ($),Percent_Return,Deal Status,Benchmark_Return,Abnormal_Return,Weighted_Abnormal_Return,Weight,Log_Carbon_Intensity
2021-07-05,2020,CHX,ChampionX Corp,1900.000000,24884.580000,13.097200,Green,Scientific Aviation Inc,Green,,,,2021-06-24,26.480000,2021-07-15,22.360000,-15.560000,Completed,-8.208131,-7.351869,-0.004697,0.000639,2.645976
2021-05-17,2020,SPRU,Spruce Power Holding Corp,20.340000,242.980000,11.947200,Green,World Energy Efficiency Services LLC,Green,,15.000000,,2021-05-06,48.400000,2021-05-27,55.920000,15.540000,Completed,-0.591375,16.131375,0.000110,0.000007,2.560880
2021-05-12,2020,D,Dominion Energy Inc,14172.000000,14575889.350000,1028.499100,Brown,Birdseye Renewable Energy LLC,Green,BRE Holdings LLC,28.000000,,2021-04-30,67.000000,2021-05-24,64.650000,-3.520000,Completed,3.966855,-7.486855,-0.035682,0.004766,6.936828
2021-05-12,2020,DTE,DTE Energy Co,11423.000000,20962000.490000,1835.069600,Brown,Isabella Wind I and II projects/Isabella County,Green,Greenlight Energy Resources Inc,,,2021-04-30,104.550000,2021-05-24,106.160000,1.540000,Completed,3.966855,-2.426855,-0.009323,0.003841,7.515382
2021-04-22,2020,AEP,American Electric Power Co Inc,14918.500000,25012316.500000,1676.597300,Brown,100 MW Dry Lake Solar Project,Green,,114.000000,,2021-04-09,74.000000,2021-05-03,76.410000,3.250000,Completed,4.617637,-1.367637,-0.006861,0.005017,7.425118
2021-04-19,2020,XIFR,XPLR Infrastructure LP,917.000000,48471.850000,52.859200,Green,Portfolio of 4 operating wind assets/US,Green,Brookfield Renewable Partners LP,733.000000,,2021-04-08,55.940000,2021-04-29,56.860000,1.640000,Completed,3.092541,-1.452541,-0.000448,0.000308,3.986373
2020-12-15,2019,GTLS,Chart Industries Inc,1215.500000,43255.520000,35.586600,Brown,Sustainable Energy Solutions Inc,Green,,20.000000,,2020-12-04,108.740000,2020-12-28,118.740000,9.200000,Completed,-1.290381,10.490381,0.004288,0.000409,3.599682
2020-12-08,2019,LGO,Largo Inc,105.530000,12749.310000,120.817000,Brown,Certain assets/Vionx Energy Corp,Green,Vionx Energy Corp,,,2020-11-27,8.400000,2020-12-18,11.600000,38.100000,Completed,0.106748,37.993252,0.001348,0.000035,4.802520
2020-12-04,2019,PEG,Public Service Enterprise Group Inc,10076.000000,13378211.190000,1327.730400,Brown,Ocean Wind Project/NJ,Green,Orsted AS,,,2020-11-23,50.160000,2020-12-14,48.870000,-2.570000,Completed,7.484099,-10.054099,-0.034068,0.003388,7.191979
2020-10-15,2019,HON,Honeywell International Inc,36709.000000,1090292.650000,29.701000,Brown,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Green,Ballard Power Systems Inc,,,2020-10-02,151.300000,2020-10-26,155.460000,2.750000,Completed,0.930034,1.819966,0.022467,0.012345,3.424295
2020-08-25,2019,SOL,Emeren Group Ltd,119.120000,21994.750000,184.648300,Brown,Solar projects & accounts receivable/US,Green,,3.800000,,2020-08-14,1.650000,2020-09-04,1.700000,3.030000,Completed,-7.824492,10.854492,0.000435,0.000040,5.223854
2020-08-18,2019,AEP,American Electric Power Co Inc,15561.400000,32656881.960000,2098.582500,Brown,Desert Sky & Trent Mesa wind facilities,Green,Invenergy Renewables LLC,,,2020-08-07,73.330000,2020-08-28,66.350000,-9.530000,Completed,-1.858310,-7.671690,-0.040147,0.005233,7.649494
2020-08-17,2019,D,Dominion Energy Inc,14401.000000,25578454.270000,1776.158200,Brown,62.5 MW Madison Solar generating facility/Virginia,Green,Cypress Creek Renewables LLC,,,2020-08-06,64.880000,2020-08-27,63.550000,-2.050000,Completed,-4.354774,2.304774,0.011162,0.004843,7.482771
2020-08-06,2019,CMS,CMS Energy Corp,6624.000000,13509175.080000,2039.428600,Brown,525 MW Aviator Wind project,Green,Ares Management Corp,,,2020-07-24,55.020000,2020-08-17,53.170000,-3.350000,Completed,0.662795,-4.012795,-0.008939,0.002228,7.620915
2020-07-30,2019,CMS,CMS Energy Corp,6624.000000,13509175.080000,2039.428600,Brown,Aviator Wind Energy Project,Green,Ares Management LLC,,,2020-07-17,53.480000,2020-08-10,54.950000,2.740000,Completed,1.490916,1.249084,0.002782,0.002228,7.620915
2020-07-20,2019,WEC,WEC Energy Group Inc,7523.100000,22141602.720000,2943.148800,Brown,260.9-MW Blooming Grove Wind Energy Center,Green,Invenergy LLC,,,2020-07-09,74.880000,2020-07-30,81.490000,8.830000,Completed,-1.221697,10.051697,0.025430,0.002530,7.987575
2020-07-07,2019,RUN,Sunrun Inc,858.580000,25437.110000,29.627000,Brown,Vivint Solar Inc,Green,,2865.310000,,2020-06-26,18.580000,2020-07-17,36.810000,38.100000,Completed,-2.658183,37.993252,0.010970,0.000289,3.421882
2020-05-07,2019,PLUG,Plug Power Inc,229.980000,7545.150000,32.808600,Brown,"Giner Elx Inc,United Hydrogen Group Inc",Green,,,,2020-04-24,4.400000,2020-05-18,4.170000,-5.230000,Completed,6.983392,-12.213392,-0.000945,0.000077,3.520715
2020-05-03,2019,BX,Blackstone Inc,7338.270000,39166.070000,5.337200,Green,Aypa Power LLC,Green,,,,2020-04-22,38.910000,2020-05-13,42.410000,8.990000,Completed,8.674256,0.315744,0.000779,0.002468,1.846437
2020-03-12,2019,ALE,ALLETE Inc,1240.500000,4591359.200000,3701.216600,Brown,300 MW Caddo Wind Project,Green,Greenlight Energy Resources Inc,,,2020-02-28,55.500000,2020-03-23,42.030000,-24.280000,Completed,-17.236246,-7.043754,-0.002938,0.000417,8.216687
2019-11-05,2018,UBS,UBS Group AG,40206.000000,1479.950000,0.036800,Green,Phoenix Wind Repower,Green,,,,2019-10-25,9.980000,2019-11-15,10.360000,3.740000,Completed,1.761514,1.978486,0.026751,0.013521,0.036139
2019-10-25,2018,D,Dominion Energy Inc,11199.000000,20896503.620000,1865.925900,Brown,Solar Generating Project,Green,First Solar Inc,,,2019-10-14,64.040000,2019-11-04,65.460000,2.230000,Completed,5.735032,-3.505032,-0.013200,0.003766,7.532048
