Company Name,Ticker
Crescent Energy Co,CRGY
Viking Energy Group Inc,Ticker not found
New Times Corp Ltd,Ticker not found
Constellation Software Inc/Canada,Ticker not found
88 Energy Ltd,EEENF
Resolute Forest Products Inc,Ticker not found
ACT Energy Technologies Ltd,ACX.TO
GDI Integrated Facility Services Inc,GQN2.F
"Chubu Electric Power Co Inc,Kanadevia Corp,Inabata & Co Ltd,Taihei Dengyo Kaisha Ltd,Tokyo Sangyo Co Ltd",Ticker not found
Evolution Petroleum Corp,EPM
EPI Holdings Ltd,Ticker not found
NextMart Inc,NXMR
Revolve Renewable Power Corp,PM7.F
Valhalla Metals Inc,VMXX.V
EdgeMode Inc,EDGM
PEDEVCO Corp,PED
Guardian Exploration Inc,R6B.F
ROK Resources Inc,ROK.V
MBG Holdings Inc,Ticker not found
Journey Energy Inc,17J.F
Global Partners LP/MA,Ticker not found
Civitas Resources Inc,CIVI
Maverick Energy Group Ltd,MKGP
Tantalus Systems Holding Inc,TNTLF
Earthstone Energy Inc,Ticker not found
PetroNor E&P Ltd,Ticker not found
ABB Ltd,ABBN.SW
Brookfield Renewable Partners LP,Ticker not found
Expand Energy Corp,EXE
Enerflex Ltd,7EX.F
Evolution Petroleum Corp,EPM
Hut 8 Corp,HUT
CoinAnalyst Corp,Ticker not found
Charah Solutions Inc,CHRB
Plug Power Inc,PLUG
EV Technology Group Ltd,Ticker not found
Alto Ingredients Inc,ALTO
Quest Holdings SA,0QIK.L
Duke Energy Corp,DUK
Str Sub Inc,Ticker not found
Lithium One Metals Inc,LOMEF
Enterprise Products Partners LP,EPD
Eco Atlantic Oil & Gas Ltd,Ticker not found
Reliance Industries Ltd,RELIANCE.NS
PIMA ZINC CORP,Ticker not found
Sassy Gold Corp,SASY.CN
International Endeavors Corp,IDVV
Renewable Energy Group Inc,Ticker not found
UGI Corp,UGI
Franklin Electric Co Inc,FELE
Turner Valley Oil & Gas Inc,Ticker not found
Algonquin Power & Utilities Corp,Ticker not found
American Energy Partners Inc,AEPT
Garmin Ltd,GRMN
Repsol SA,REP.MU
Graphene & Solar Technologies Ltd,Ticker not found
Nuverra Environmental Solutions Inc,Ticker not found
Innergex Renewable Energy Inc,INE.TO
Correlate Energy Corp,CIPI
Four Corners Property Trust Inc,FCPT
Claritas Pharmaceuticals Inc,Ticker not found
Doral Group Renewable Energy Resources Ltd,DORL.TA
Pine Cliff Energy Ltd,PNE.TO
Orion Diversified Holding Co Inc,OODH
AES Corp/The,Ticker not found
Enphase Energy Inc,ENPH
AB Ignitis Grupe,IGN1L.VS
BP PLC,BP
Alimentation Couche-Tard Inc,ATD.TO
Global Tech Industries Group Inc,GTII
DMC Global Inc,BOOM
Sojitz Corp,XEB.SG
Alimentation Couche-Tard Inc,ATD.TO
Stem Inc,STEM
Ultralife Corp,ULBI
Ultralife Corp,ULBI
Chesapeake Utilities Corp,CPK
First Helium Inc,HELI.V
Tamarack Valley Energy Ltd,TVE.TO
Chart Industries Inc,GTLS
Ultralife Corp,ULBI
Shell PLC,SHEL
Select Water Solutions Inc,WTTR
TXNM Energy Inc,TXNM
Lithium One Metals Inc,LOMEF
ChampionX Corp,CHX
Diversified Energy Co PLC,DEC
Kimbell Royalty Partners LP,KRP
Fortis Inc/Canada,Ticker not found
Ameresco Inc,AMRC
Exxon Mobil Corp,XOM
BP PLC,BP
South Star Battery Metals Corp,STS.V
Whitecap Resources Inc,WCP.TO
Whitecap Resources Inc,WCP.TO
SPI Energy Co Ltd,SPIEF
Gulf Island Fabrication Inc,GIFI
Winchester Energy Ltd,WCHEF
Atco Ltd/Canada,Ticker not found
MVP Holdings Inc,MVPT
OPAL Fuels Inc,OPAL
Gulf Island Fabrication Inc,GIFI
Canadian Utilities Ltd,CU.TO
PHX Minerals Inc,PHX
Westbridge Renewable Energy Co,PUQ.MU
Kamei Corp,8037.T
Yokogawa Electric Corp,YOKEF
Crescent Energy Co,CRGY
Optimind Pharma Corp,Ticker not found
GCM Grosvenor Inc,GCMG
Singlepoint Inc,SING
China Petroleum & Chemical Corp,Ticker not found
Xfuels Inc,XFLS
Petrolympic Ltd,PCQRF
Dialog Group Bhd,Ticker not found
IDEX Corp,IEX
Zephyr Energy PLC,VD5N.SG
Orsted AS,ORSTED.CO
CAVU Resources Inc,CAVR
Macquarie Group Ltd,MQBKY
iSun Inc,ISUNQ
Northern Oil and Gas Inc,NOG
Cloudberry Clean Energy ASA,CLOUD.OL
TomCo Energy PLC,NI41.F
Ocean Power Technologies Inc,OPTT
Verde Bio Holdings Inc,Ticker not found
CAVU Resources Inc,CAVR
Solar Alliance Energy Inc,SAENF
Enphase Energy Inc,ENPH
Taal Distributed Information Technologies Inc,Ticker not found
Bitfarms Ltd/Canada,Ticker not found
Clean Energy Technologies Inc,CETY
Canadian Natural Resources Ltd,CRC.BE
CSI Compressco LP,Ticker not found
ADT Inc,ADT
Stronghold Digital Mining Inc,SDIG
TerraVest Industries Inc,TVK.TO
Total Helium Ltd,TOH.V
Shell PLC,SHEL
Southwestern Energy Co,Ticker not found
Brigham Minerals Inc,Ticker not found
Sprague Resources LP,Ticker not found
Continental Resources Inc/OK,Ticker not found
Obsidian Energy Ltd,OBE
Xebec Adsorption Inc,XEBEQ
Generac Holdings Inc,GNRC
Moon Equity Holdings Corp,MONI
CWC Energy Services Corp,Ticker not found
Tidewater Renewables Ltd,LCFS.TO
Foothills Exploration Inc,FTXP
World Kinect Corp,WKC
Phillips 66,PSX
Liberty Energy Inc,LBRT
Crestwood Equity Partners LP,Ticker not found
West Fraser Timber Co Ltd,WFG
KKR Group Co Inc,Ticker not found
XPLR Infrastructure LP,XIFR
Kinetik Holdings Inc,KNTK
Daybreak Oil and Gas Inc,DBRM
Tenth Avenue Petroleum Corp,TPC.V
Plug Power Inc,PLUG
Ecofin US Renewables Infrastructure Trust PLC,RNEW.L
Rattler Midstream LP,Ticker not found
Metal Energy Corp,MERG.V
New America Energy Corp,Ticker not found
SilverBow Resources Inc,Ticker not found
RE Royalties Ltd,RE.V
BP PLC,BP
Herc Holdings Inc,HRI
Southwest Gas Holdings Inc,SWX
Ares Management Corp,ARES
Allied Energy Corp,AGYP
Greenwave Technology Solutions,GWAV
SunPower Corp,SPWRQ
Freehold Royalties Ltd,FRU.TO
Angel Wing Metals Inc,AWM.V
US Energy Corp,USEG
Xfuels Inc,XFLS
Earthstone Energy Inc,Ticker not found
Surge Energy Inc,ZPTAF
Permex Petroleum Corp,OILCF
Chevron Corp,CVX
Westbridge Renewable Energy Co,PUQ.MU
InPlay Oil Corp,8DA1.SG
FOBI AI INC,FOBIF
Great Elm Group Inc,US39037G1094.SG
Materion Corp,MTRN
Vital Energy Inc,VTLE
PHX Minerals Inc,PHX
Babcock & Wilcox Enterprises Inc,Ticker not found
Strathcona Resources Ltd,SCR.TO
Energy Vault Holdings Inc,NRGV
Borqs Technologies Inc,BRQSF
Freehold Royalties Ltd,FRU.TO
iSun Inc,ISUNQ
Ecofin US Renewables Infrastructure Trust PLC,RNEW.L
ACT Energy Technologies Ltd,ACX.TO
Zephyr Energy PLC,VD5N.SG
"Chart Industries Inc,I Squared Capital Advisors US LLC (Fund: ISQ Global Infrastructure Fund II LP)",Ticker not found
Enbridge Inc,ENB
ENEOS Holdings Inc,JXHLY
Neste Oyj,NESTE.HE
RPM International Inc,RPM
Quanta Services Inc,PWR
Goodrich Petroleum Corp,Ticker not found
Deutsche Rohstoff AG,DR0D.XD
DarkPulse Inc,DPLS
MJ Harvest Inc,MJHI
TomCo Energy PLC,NI41.F
Maverick Energy Group Ltd,MKGP
Red White & Bloom Brands Inc,Ticker not found
NV5 Global Inc,NVEE
BlackRock Inc,BLK
"Hydro-Quebec,Innergex Renewable Energy Inc",Ticker not found
Select Water Solutions Inc,WTTR
Berry Corp,BRY
SilverBow Resources Inc,Ticker not found
Shandong Xinchao Energy Corp Ltd,Ticker not found
Expand Energy Corp,EXE
Cleanspark Inc,CLSK
Viper Energy Inc,VNOM
Aurora Solar Technologies Inc,A82.MU
Viking Energy Group Inc,Ticker not found
Callon Petroleum Co,Ticker not found
NexTier Oilfield Solutions Inc,Ticker not found
SilverBow Resources Inc,Ticker not found
Razor Energy Corp,RZREF
AES Corp/The,Ticker not found
HF Sinclair Corp,DINO
Holly Energy Partners LP,Ticker not found
Charbone Hydrogen Corp,CH.V
Anaergia Inc,ANRGF
Repsol SA,REP.MU
Sunoco LP,SUN
Rev Exploration Corp,GILXF
Prospector Metals Corp,PPP.V
LiquidPower Specialty Products Inc,Ticker not found
Mosman Oil & Gas Ltd,Ticker not found
Spartan Delta Corp,4YJ0.MU
"AES Corp/The,Schneider Electric SE,Coatue Management LLC (Fund: Coatue Early Stage Fund LP),Inclusive Capital Partners LP,Huck Capital Management LLC (Fund: Huck Capital Fund I LP)",Ticker not found
FOBI AI INC,FOBIF
High Arctic Energy Services Inc,HGHAF
Shell PLC,SHEL
ACT Energy Technologies Ltd,ACX.TO
ACT Energy Technologies Ltd,ACX.TO
Duke Energy Corp,DUK
Greenalia SA,Ticker not found
Greenalia SA,Ticker not found
Avanti Helium Corp,ARGYF
Whiting Petroleum Corp,Ticker not found
Kraken Robotics Inc,PNG.V
Microsoft Corp,MSFT
Lithium One Metals Inc,LOMEF
American Energy Partners Inc,AEPT
Kinder Morgan Inc,KMI
Volatus Capital Corp,VOY0.F
Superior Plus Corp,SPB.TO
Ormat Technologies Inc,ORA
EVgo Inc,EVGO
XState Resources Ltd,Ticker not found
Altus Power Inc,AMPS
Enel SpA,ENEL.MI
BP PLC,BP
Solar Integrated Roofing Corp,SIRC
Ranger Oil Corp,Ticker not found
Select Water Solutions Inc,WTTR
Cleantek Industries Inc,CTEK.V
Kinder Morgan Inc,KMI
Ranger Energy Services Inc,RNGR
Mesa Royalty Trust,MTR
Contango Oil & Gas Co,Ticker not found
Heliogen Inc,HLGN
I3 Energy PLC,Ticker not found
Geospace Technologies Corp,GEOS
Patterson-UTI Energy Inc,PTEN
"Oaktree Capital Management LP,Diversified Energy Co PLC",Ticker not found
ChampionX Corp,CHX
SPI Energy Co Ltd,SPIEF
VivoPower International PLC,51J.F
BASF SE,BAS.DE
Cadiz Inc,CDZI
Enterprise Products Partners LP,EPD
Celanese Corp,CE
Enlight Renewable Energy Ltd,ENLT
Innergex Renewable Energy Inc,INE.TO
Power Corp of Canada,POW.TO
Ensign Energy Services Inc,ENB.F
Journey Energy Inc,17J.F
Mosman Oil & Gas Ltd,Ticker not found
New America Energy Corp,Ticker not found
Solar Alliance Energy Inc,SAENF
Surge Energy Inc,ZPTAF
Spartan Delta Corp,4YJ0.MU
Earthstone Energy Inc,Ticker not found
JPMorgan Chase & Co,Ticker not found
ConocoPhillips,COP
Tourmaline Oil Corp,TOU.TO
Sparq Systems Inc,SPRQF
Regions Financial Corp,RF
Apollo Global Management Inc,APO
Vision Marine Technologies Inc,VMAR
Enviva Inc,Ticker not found
88 Energy Ltd,EEENF
"Civitas Resources Inc,Extraction Oil & Gas Inc",Ticker not found
Global Tech Industries Group Inc,GTII
Southwestern Energy Co,Ticker not found
Berkshire Hathaway Inc,BRK-B
Kinder Morgan Inc,KMI
Cardinal Energy Ltd,CJ.TO
BP PLC,BP
Laredo Oil Inc,LRDC
Charah Solutions Inc,CHRB
Morgan Stanley,MS
Morgan Stanley,MS
Vertex Energy Inc,Ticker not found
Dometic Group AB,DTCGF
Volt Lithium Corp,VLT.V
Coterra Energy Inc,CTRA
Diversified Energy Co PLC,DEC
Octopus Renewables Infrastructure Trust PLC/The Fund,ORIT.L
Inter RAO UES PJSC,Ticker not found
Solar Integrated Roofing Corp,SIRC
Spruce Power Holding Corp,SPRU
Ranger Energy Services Inc,RNGR
Ranger Energy Services Inc,RNGR
Saturn Oil & Gas Inc,Ticker not found
Dominion Energy Inc,D
Versus Systems Inc,VSSYW
Verde Bio Holdings Inc,Ticker not found
TransAlta Renewables Inc,Ticker not found
DTE Energy Co,DTE
Civitas Resources Inc,CIVI
Nevada King Gold Corp,NKG.V
Teho International Inc Ltd,5OQ.SI
Visionary Metals Corp,339.F
Avanti Helium Corp,ARGYF
Vital Energy Inc,VTLE
ESS Tech Inc,GWH
Powertap Hydrogen Capital Corp,MOTNF
EQT Corp,EQT
American Superconductor Corp,AMSC
EnLink Midstream LLC,Ticker not found
Global Clean Energy Holdings Inc,GCEH
HollyFrontier Corp,Ticker not found
Angel Wing Metals Inc,AWM.V
Zephyr Energy PLC,VD5N.SG
Chord Energy Corp,CHRD
Basic Energy Services Inc,Ticker not found
Xebec Adsorption Inc,XEBEQ
Energy Services of America Corp,ESOA
Replenish Nutrients Holding Co,ERTH.CN
Diversified Energy Co PLC,DEC
Zenith Energy Ltd,ZCL.SG
Williams Cos Inc/The,Ticker not found
SPX FLOW Inc,Ticker not found
Medaro Mining Corp,MEDAF
Hanwha Corp,00088K.KS
Hercules Metals Corp,C0X.F
Clearway Energy Inc,CWEN
Hainan Mining Co Ltd,601969.SS
American Electric Power Co Inc,AEP
Trans Canada Gold Corp,TTGXF
Verde Bio Holdings Inc,Ticker not found
American Energy Partners Inc,AEPT
Goldeneye Resources Corp,Ticker not found
Permex Petroleum Corp,OIL.CN
Southern Co/The,Ticker not found
XPLR Infrastructure LP,XIFR
Reconnaissance Energy Africa Ltd,RECAF
Orsted AS,ORSTED.CO
Urbana Corp,UBAAF
Verde Bio Holdings Inc,Ticker not found
Argo Corp,ARGHF
Eos Energy Enterprises Inc,EOSE
Eos Energy Enterprises Inc,EOSE
Tamarack Valley Energy Ltd,TVE.TO
American Noble Gas Inc,AMNI
Sunworks Inc,SUNWQ
Enerplus Corp,Ticker not found
Eversource Energy,NU
Archaea Energy Inc,Ticker not found
Sdcl Energy Efficiency Income Trust PLC,SEITL.XC
Hillcrest Energy Technologies,7HI.BE
iSun Inc,ISUNQ
VVC Exploration Corp,VVC.V
Whitecap Resources Inc,WCP.TO
DNOW Inc,DNOW
Global Tech Industries Group Inc,GTII
Pioneer Natural Resources Co,Ticker not found
Earthstone Energy Inc,Ticker not found
Zephyr Energy PLC,VD5N.SG
Southern Co/The,Ticker not found
Bocana Resources Corp,BOCA.V
ROK Resources Inc,ROK.V
Digihost Technology Inc,DGHI
VirExit Technologies Inc,VXIT
Oasis Midstream Partners LP,Ticker not found
XState Resources Ltd,Ticker not found
PPL Corp,PPL
ROK Resources Inc,ROK.V
808 Renewable Energy Corp,RNWR
Crestview Exploration Inc,CE7.F
Empire Petroleum Corp,6W8.F
Vencanna Ventures Inc,VENI.CN
Singularity Future Technology,SGLY
Novonesis (Novozymes) B,NSISBC.XD
Orpheum Property Inc,PLFF
Power Corp of Canada,POW.TO
Secure Waste Infrastructure Co,SES.TO
AMF Hawaii Investments LLC,Ticker not found
Equifax Inc,EFX
Pilot Corp,POGHF
AXP Energy Ltd,AUNXF
Chevron Corp,CVX
Tamarack Valley Energy Ltd,TVE.TO
Continental Resources Inc/OK,Ticker not found
Scryb Inc,SCYRF
SUNation Energy Inc,SUNE
Reliance Industries Ltd,RELIANCE.NS
Global Tech Industries Group Inc,GTII
Parkland Corp,PF6.DU
Calima Energy Ltd,Ticker not found
Nexera Energy Inc,EMBYF
Singlepoint Inc,SING
Recharge Resources Ltd,RECHD
ReNew Energy Global PLC,RNW
Cleanspark Inc,CLSK
Crestview Exploration Inc,CE7.F
Brookfield Infrastructure Corp,BIPC
Enovix Corp,ENVX
Advent Technologies Holdings I,ADN
Ambipar Participacoes e Empreendimentos S/A,Ticker not found
Veren Inc,VRN
Camber Energy Inc,CEIN
Energy Transfer LP,ET
Sunnova Energy International Inc,NOVA
Green Impact Partners Inc,GIP.V
Spartan Delta Corp,4YJ0.MU
Andean Precious Metals Corp,APM.TO
ARC Resources Ltd,ARX.TO
Applied UV Inc,AUVIQ
Cadillac Ventures Inc,Ticker not found
Drax Group PLC,DRXGY
AirNet Technology Inc,4AR.SG
CorEnergy Infrastructure Trust Inc,Ticker not found
Northern Oil and Gas Inc,NOG
Ecofin US Renewables Infrastructure Trust PLC,RNEW.L
Argo Blockchain PLC,ARB.L
Singlepoint Inc,SING
IBI Group Inc,Ticker not found
Ocean Power Technologies Inc,OPTT
Contango Oil & Gas Co,Ticker not found
Rexel SA,RXLP.XD
AMEN Properties Inc,AMEN
Shandong Xinchao Energy Corp Ltd,Ticker not found
Superior Plus Corp,SPB.TO
Enphase Energy Inc,ENPH
HB Fuller Co,Ticker not found
Enerplus Corp,Ticker not found
OPC Energy Ltd,OPCE.TA
OPC Energy Ltd,OPCE.TA
Dagang NeXchange Bhd,Ticker not found
Net Zero Renewable Energy Inc,Ticker not found
Link Reservations Inc,LRSV
Solar Integrated Roofing Corp,SIRC
SPI Energy Co Ltd,SPIEF
EDP Renovaveis SA,EDRVF
Naturgy Energy Group SA,GAS.VI
Boralex Inc,BLX.TO
Angel Wing Metals Inc,AWM.V
New Fortress Energy Inc,NFE
New Fortress Energy Inc,NFE
Three Sixty Solar Ltd,VSOLF
Green Stream Holdings Inc,GSFI
Muzali Arts Ltd,Ticker not found
CK Power PCL,Ticker not found
iSun Inc,ISUNQ
DCC PLC,DCC.F
"Ospraie Management LLC,Green Plains Inc",Ticker not found
Teledyne Technologies Inc,TDY
Ecofin US Renewables Infrastructure Trust PLC,RNEW.L
Synex Renewable Energy Corp,V5X.F
US Solar Fund PLC/Fund,Ticker not found
Wajax Corp,WJX.TO
Camber Energy Inc,CEIN
Sdcl Energy Efficiency Income Trust PLC,SEITL.XC
Ecofin US Renewables Infrastructure Trust PLC,RNEW.L
Sayona Mining Ltd,SYAXF
Ameren Corp,AEE
TransAlta Renewables Inc,Ticker not found
BlackRock Inc,BLK
Diamondback Energy Inc,FANG
Diamondback Energy Inc,FANG
Enbridge Inc,ENB
Earthstone Energy Inc,Ticker not found
Boston Omaha Corp,US1010441053.SG
Energy Services of America Corp,ESOA
Ormat Technologies Inc,ORA
BP PLC,BP
TC Energy Corp,TRP
Chart Industries Inc,GTLS
Stakeholder Midstream LLC,Ticker not found
Canadian Overseas Petroleum Ltd,Ticker not found
Murphy USA Inc,MUSA
Tamarack Valley Energy Ltd,TVE.TO
Algonquin Power & Utilities Corp,Ticker not found
"Brookfield Renewable Partners LP,Private Investor",Ticker not found
Whitecap Resources Inc,WCP.TO
Largo Inc,LGO
ContourGlobal PLC,Ticker not found
ITOCHU Corp,8001.T
Stem Inc,STEM
Public Service Enterprise Group Inc,PEG
First Mining Gold Corp,FF.TO
"Southern Co/The,TransAlta Corp",Ticker not found
Timken Co/The,Ticker not found
Boralex Inc,BLX.TO
Emerson Electric Co,EMR
Boralex Inc,BLX.TO
XState Resources Ltd,Ticker not found
"Eni SpA,Falck Renewables SpA",Ticker not found
Veolia Environnement SA,VIE.PA
"AES Corp/The,Alberta Investment Management Corp",Ticker not found
TC Energy Corp,TRP
Energy Finders Inc,EGYF
Headwater Exploration Inc,C6V.F
Civitas Resources Inc,CIVI
Taronis Fuels Inc,Ticker not found
VVC Exploration Corp,VVC.V
BHP Group Ltd,BHP.F
Volatus Capital Corp,VOY0.F
Volatus Capital Corp,VOY0.F
Volatus Capital Corp,VOY0.F
Volatus Capital Corp,VOY0.F
Denbury Inc,Ticker not found
Denbury Inc,Ticker not found
Tourmaline Oil Corp,TOU.TO
Tourmaline Oil Corp,TOU.TO
Berkshire Hathaway Inc,BRK-B
General Electric Co,POR
Turnkey Capital Inc,TKCI
Orsted AS,ORSTED.CO
Powertap Hydrogen Capital Corp,MOTNF
California Resources Corp,CRC
Contango Oil & Gas Co,Ticker not found
Cenovus Energy Inc,CVE
Great Pacific Gold Corp,GPAC.V
Pure Extracts Technologies Cor,Ticker not found
Adams Resources & Energy Inc,Ticker not found
Adams Resources & Energy Inc,Ticker not found
Riley Exploration Permian Inc,REPX
Pioneer Natural Resources Co,Ticker not found
ConocoPhillips,COP
Electricite de France SA,Ticker not found
AltaGas Ltd,ALA.TO
Prospector Metals Corp,PPP.V
"AES Corp/The,Fluence Energy LLC,Siemens Energy AG",Ticker not found
Honeywell International Inc,HON
TRU Precious Metals Corp,706.F
Advent Technologies Holdings I,ADN
"Clal Insurance Enterprises Holdings Ltd,Migdal Insurance & Financial Holdings Ltd,Poalim Capital Markets Ltd,OPC Energy Ltd",CLIS.TA
Genie Energy Ltd,0IUS.L
Generac Holdings Inc,GNRC
Turner Valley Oil & Gas Inc,Ticker not found
FOBI AI INC,FOBIF
Prospector Metals Corp,PPP.V
Honeywell International Inc,HON
Romeo Power Inc,Ticker not found
American Superconductor Corp,AMSC
Casella Waste Systems Inc,WA3.F
Trans Canada Gold Corp,TTGXF
NextEra Energy Inc,NEE
US Energy Corp,USEG
Devon Energy Corp,DVN
Aero Energy Ltd,UU3.F
Inter Pipeline Ltd,Ticker not found
Acciona SA,ANA.VI
Conquest Resources Ltd,CQR.V
Verde Bio Holdings Inc,Ticker not found
Charah Solutions Inc,CHRB
374Water Inc,SCWO
Crowdstrike Holdings Inc,CRWD
PGS ASA,Ticker not found
Power Corp of Canada,POW.TO
Prospector Metals Corp,PPP.V
DCC PLC,DCC.F
Smart Sand Inc,SND
Western Sierra Resource Corp,WSRC
"Koninklijke Vopak NV,BlackRock Inc (Fund: Global Energy & Power Infrastructure Fund I LP)",Ticker not found
Linear Minerals Corp,FEMFF
Northern Oil and Gas Inc,NOG
Novaccess Global Inc,XSNX
BayWa AG,BYW6.VI
Eos Energy Enterprises Inc,EOSE
Argo Corp,ARGHF
AXP Energy Ltd,AUNXF
Tombill Mines Ltd,TBLLF
Jiangsu Nata Opto-electronic Material Co Ltd,300346.SZ
Nostra Terra Oil & Gas Co PLC,Ticker not found
Ovintiv Inc,OVV
Whitecap Resources Inc,WCP.TO
Falck Renewables SpA,Ticker not found
PHX Minerals Inc,PHX
Volatus Capital Corp,VOY0.F
San Juan Offshore LLC,Ticker not found
Superior Plus Corp,SPB.TO
Emeren Group Ltd,SOL
Reunion Neuroscience Inc,Ticker not found
Taronis Fuels Inc,Ticker not found
AI/ML Innovations Inc,AIMLF
Guardian Exploration Inc,R6B.F
DGR Global Ltd,Ticker not found
American Electric Power Co Inc,AEP
Dominion Energy Inc,D
RiskOn International Inc,ROII
Cona Resources Ltd,Ticker not found
Delek Logistics Partners LP,DKL
Southwestern Energy Co,Ticker not found
Linear Minerals Corp,FEMFF
Canadian Natural Resources Ltd,CRC.BE
CMS Energy Corp,CMS
Kansai Electric Power Co Inc/The,Ticker not found
"Tokyo Gas Co Ltd,Castleton Commodities International LLC",Ticker not found
Seven & i Holdings Co Ltd,Ticker not found
CMS Energy Corp,CMS
Tokyo Gas Co Ltd,TKGSY
Tokyo Gas Co Ltd,TKGSY
CNX Resources Corp,CNX
NRG Energy Inc,NRG
ConocoPhillips,COP
Rubis SCA,BYNN.MU
Ormat Technologies Inc,ORA
Crestview Exploration Inc,CE7.F
Chevron Corp,CVX
Extreme Biodiesel Inc,XTRM
WEC Energy Group Inc,WEC
Ensign Energy Services Inc,ENB.F
Innergex Renewable Energy Inc,INE.TO
Advantagewon Oil Corp,ANTGF
Goliath Resources Ltd,GNG.V
UGI Corp,UGI
Sunrun Inc,RUN
Lithium One Metals Inc,LOMEF
Berkshire Hathaway Inc,BRK-B
I3 Energy PLC,Ticker not found
Enviva Inc,Ticker not found
Peak Discovery Capital Ltd,PEC-H.V
Crestview Exploration Inc,CE7.F
W&T Offshore Inc,Ticker not found
Enviva Inc,Ticker not found
Delta Lithium Ltd,Ticker not found
"Keskinainen Elakevakuutusyhtio Ilmarinen,Akuo Energy SAS,AIP Realty Trust,Taaleri Paaomarahastot Oy (Fund: Taaleri SolarWind II SCSp-RAIF)",Ticker not found
Power Corp of Canada,POW.TO
S&P Global Inc,Ticker not found
SOW GOOD INC,SOWG
Xfuels Inc,XFLS
Petrolia Energy Corp,BBLSQ
SEACOR Marine Holdings Inc,SMHI
Power Corp of Canada,POW.TO
US Solar Fund PLC/Fund,Ticker not found
AGC Inc,0P0001I429
Belmont Resources Inc,L3L2.MU
Taronis Fuels Inc,Ticker not found
Advantagewon Oil Corp,ANTGF
Southern Co/The,Ticker not found
HTC Purenergy Inc,HTPRF
Flotek Industries Inc,FTK
Delek Logistics Partners LP,DKL
Adams Resources & Energy Inc,Ticker not found
Patriot Transportation Holding Inc,Ticker not found
Clairvest Group Inc,CVG.TO
Diversified Energy Co PLC,DEC
Global Clean Energy Holdings Inc,GCEH
Plug Power Inc,PLUG
Select Water Solutions Inc,WTTR
Soluna Holdings Inc,SLNH
HighPeak Energy Inc,HPK
National Fuel Gas Co,NFG
Cunningham Natural Resources C,CNRC
Berkshire Hathaway Inc,BRK-B
KLX Energy Services Holdings Inc,KLXE
Blackstone Inc,BX
Indigenous Roots Corp,Ticker not found
ROK Resources Inc,ROK.V
Spartan Delta Corp,4YJ0.MU
SPI Energy Co Ltd,SPIEF
Clearway Energy Inc,CWEN
Calima Energy Ltd,Ticker not found
Crestview Exploration Inc,CE7.F
Tourmaline Oil Corp,TOU.TO
ASTMAX Co Ltd,7162.T
Empire Petroleum Corp,6W8.F
Emerson Electric Co,EMR
Crestwood Equity Partners LP,Ticker not found
Palo Alto Networks Inc,PANW
Delek Logistics Partners LP,DKL
RiskOn International Inc,ROII
Air Products and Chemicals Inc,APD
I3 Energy PLC,Ticker not found
Orbital Infrastructure Group I,Ticker not found
Block Energy PLC,BLOE.L
DCC PLC,DCC.F
Brookfield Renewable Corp,BEPC
Linear Minerals Corp,FEMFF
Invinity Energy Systems PLC,IES.L
Capital Power Corp,CPX.TO
Magnis Energy Technologies Ltd,MNSEF
Sixth Wave Innovations Inc,SIXWF
ALLETE Inc,ALE
Emerson Electric Co,EMR
Parkland Corp,PF6.DU
Neste Oyj,NESTE.HE
Basic Energy Services Inc,Ticker not found
Basic Energy Services Inc,Ticker not found
US Silica Holdings Inc,Ticker not found
Correlate Energy Corp,CIPI
US Energy Corp,USEG
Blackstone Inc,BX
MJ Harvest Inc,MJHI
Calumet Specialty Products Partners LP,Ticker not found
Shell Midstream Partners LP,Ticker not found
Equitrans Midstream Corp,Ticker not found
Brookside Energy Ltd,AU000000BRK4.SG
Eversource Energy,NU
Blue Star Helium Ltd,BSNLF
Tourmaline Oil Corp,TOU.TO
SEACOR Holdings Inc,Ticker not found
DNA Brands Inc,DNAX
Mines D'Or Orbec Inc,Ticker not found
Power Corp of Canada,POW.TO
TAAT Global Alternatives Inc,TOBAF
TAAT Global Alternatives Inc,TOBAF
Dominion Energy Inc,D
Dominion Energy Inc,D
American Energy Partners Inc,AEPT
Halma PLC,HLMA.L
Sonoran Desert Copper Corp,DYD0.F
Plains All American Pipeline LP,Ticker not found
Nexera Energy Inc,EMBYF
Aecon Group Inc,ARE.TO
Winchester Energy Ltd,WCHEF
PBF Energy Inc,PBF
Energy Harbor Corp,Ticker not found
US Solar Fund PLC/Fund,Ticker not found
Quebec Precious Metals Corp,YXEP.F
Centrica PLC,CNA.L
Bristow Group Inc,VTOL
Sienna Resources Inc,SIE.V
Saipem SpA,SPM.MI
CAVU Resources Inc,CAVR
International Petroleum Corp,IPCO.TO
Quanta Services Inc,PWR
Parkland Corp,PF6.DU
CrossAmerica Partners LP,CAPL
Teck Resources Ltd,TECK
Vencanna Ventures Inc,VENI.CN
Superior Plus Corp,SPB.TO
Nikkiso Co Ltd,NKO.F
Teledyne Technologies Inc,TDY
TGS ASA,TGC0.F
Southwest Iowa Renewable Energy LLC,Ticker not found
SciDev Ltd,INFA.F
Sumitomo Corp,SUMA.BE
Stuhini Exploration Ltd,STXPF
Howard Hughes Corp/The,Ticker not found
Sdcl Energy Efficiency Income Trust PLC,SEITL.XC
"Alberta Investment Management Corp,KKR Group Co Inc (Fund: KKR Energy Income & Growth Fund II LP)",Ticker not found
