Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_3_Date,T_minus_3_Price ($),T_plus_3_Date,T_plus_3_Price ($),Percent_Return,Deal Status,Benchmark_Return,Abnormal_Return,Weighted_Abnormal_Return,Weight,Log_Carbon_Intensity
2024-12-31,2023,DTM,DT Midstream Inc,922.000000,5856083.830000,46.799300,Brown,3 interstate natural gas pipeline systems/ONEOK Inc,Brown,ONEOK Inc,1200.000000,,2024-12-27,99.130000,2025-01-03,102.690000,3.590000,Completed,-0.023645,3.613645,0.000191,0.000053,3.867011
2024-12-31,2023,CPF,Central Pacific Financial Corp,329.320000,3287765.300000,9983.497200,Brown,American Savings Bank FSB/Honolulu HI,Neutral,Hawaiian Electric Industries Inc,405.000000,,2024-12-27,28.510000,2025-01-03,27.380000,-3.960000,Completed,-0.023645,-3.936355,-0.000074,0.000019,9.208789
2024-12-24,2023,CEG,Constellation Energy Corp,24918.000000,9679181.000000,579.539800,Brown,Portfolio of 26 acre mystic property/Constellation Energy Corp,Neutral,Eversource Energy,,,2024-12-20,226.600000,2024-12-27,226.120000,-0.210000,Completed,2.339654,-2.549654,-0.003651,0.001432,6.363958
2024-12-05,2023,CNX,CNX Resources Corp,1539.460000,559825.290000,374.746000,Brown,Natural gas upstream & associated midstream business/Carnelian Energy Capital Ma,Brown,Wcaa Upstream LLC,505.000000,,2024-11-29,40.520000,2024-12-09,36.720000,-9.380000,Completed,-4.468036,-4.911964,-0.000435,0.000088,5.928913
2024-12-05,2023,AMPS,Altus Power Inc,155.160000,645.850000,4.353500,Green,Portfolio of 3 operational projects/Maine,Neutral,,,,2024-11-29,4.320000,2024-12-09,3.970000,-8.100000,Completed,-4.468036,-3.631964,-0.000032,0.000009,1.677751
2024-12-04,2023,CRGY,Crescent Energy Co,2382.600000,671906.160000,367.428200,Brown,Eagle Ford assets/Ridgemar Energy Operating LLC,Brown,Ridgemar Energy Operating LLC,905.000000,,2024-11-29,14.700000,2024-12-09,14.240000,-3.160000,Completed,-4.468036,1.308036,0.000179,0.000137,5.909246
2024-12-03,2023,SMC,Summit Midstream Corp,458.900000,10916116.910000,23787.416800,Brown,Tall Oak Midstream III LLC,Brown,Tailwater Capital LLC,155.000000,,2024-11-29,37.790000,2024-12-06,37.810000,0.050000,Completed,-4.310350,4.360350,0.000115,0.000026,10.076954
2024-12-03,2023,NU,Eversource Energy,8028.980000,23.100000,0.014000,Green,Municipal wastewater system/New England,Brown,City of Ansonia CT,,,2024-11-29,12.530000,2024-12-06,12.030000,-3.990000,Completed,-4.310350,0.320350,0.000148,0.000461,0.013903
2024-12-03,2023,MARA,MARA Holdings Inc,387.510000,1455.590000,3.756300,Green,North Texas wind farm/Hansford County,Green,"Washington State Investment Board,National Grid Partners LLC",,,2024-11-29,27.420000,2024-12-06,26.430000,-3.610000,Completed,-4.310350,0.700350,0.000016,0.000022,1.559470
2024-12-02,2023,CVE,Cenovus Energy Inc,52195.000000,8469286.410000,282.138100,Brown,Gear Energy Ltd,Brown,,129.480000,2.790000,2024-11-27,15.710000,2024-12-05,15.640000,-0.450000,Completed,-2.762029,2.312029,0.006935,0.002999,5.645935
2024-12-02,2023,INVX,Innovex International Inc,555.540000,8890.860000,16.004000,Green,Downhole Well Solutions LLC,Brown,,,,2024-11-27,16.320000,2024-12-05,15.630000,-4.230000,Completed,-2.762029,-1.467971,-0.000047,0.000032,2.833449
2024-11-26,2023,DNOW,DNOW Inc,2321.000000,19582.000000,23.809700,Green,Trojan Rentals LLC,Brown,,,,2024-11-22,14.950000,2024-11-29,15.050000,0.670000,Completed,-1.637153,2.307153,0.000308,0.000133,3.211235
2024-11-25,2023,SPRU,Spruce Power Holding Corp,79.860000,342.150000,11.947200,Green,Portfolio of 9800 residential solar systems/New Jersey,Green,New Jersey Resources Corp,132.500000,,2024-11-21,2.330000,2024-11-29,2.550000,9.440000,Completed,-0.840772,10.280772,0.000047,0.000005,2.560880
2024-11-24,2023,OKE,ONEOK Inc,17677.000000,3994126.200000,280.239700,Brown,EnLink Midstream LLC,Brown,,8631.380000,8.380000,2024-11-20,111.960000,2024-11-27,111.400000,-0.500000,Completed,-0.272592,-0.227408,-0.000231,0.001016,5.639207
2024-11-21,2023,AMPS,Altus Power Inc,155.160000,645.850000,4.353500,Green,3.4 MW Community Solar Development Project/Maryland,Green,Chaberton Energy Holdings Inc,,,2024-11-15,3.850000,2024-11-25,4.280000,11.170000,Completed,0.505946,10.664054,0.000095,0.000009,1.677751
2024-11-19,2023,DTM,DT Midstream Inc,922.000000,5856083.830000,46.799300,Brown,"Midwestern Gas Transmission Co,Viking Gas Transmission Co,Guardian Pipeline LLC",Brown,ONEOK Partners LP,1200.000000,,2024-11-15,99.200000,2024-11-22,106.840000,7.710000,Completed,2.529772,5.180228,0.000274,0.000053,3.867011
2024-11-13,2023,CTRA,Coterra Energy Inc,5914.000000,1358410.000000,274.333800,Brown,Certain Assets,Neutral,"Franklin Mountain Energy LLC,Avant Natural Resources LLC",3950.000000,,2024-11-08,24.180000,2024-11-18,25.910000,7.140000,Completed,3.070974,4.069026,0.001383,0.000340,5.617984
2024-11-11,2023,MARA,MARA Holdings Inc,387.510000,1455.590000,3.756300,Green,372 Megawatt Capacity/Ohio,Neutral,,,,2024-11-07,19.310000,2024-11-14,20.790000,7.660000,Completed,1.400181,6.259819,0.000139,0.000022,1.559470
2024-11-06,2023,NOW,ServiceNow Inc,8971.000000,2430.000000,0.270900,Green,Mission Secure Inc,Green,"Motor Oil Hellas Corinth Refineries SA,University of Virginia,Macquarie Group Ltd (Fund: Macquarie Global Opportunities Partners LP),Ballast Fund/The,R/GA Ventures LLC,Felton Group LLC,Blue Bear Capital LLC (Fund: Blue Bear Capital Partners LP),Energy Innovation Capital Management LLC (Fund: ...",,,2024-11-01,943.410000,2024-11-11,1036.010000,9.820000,Completed,6.422847,3.397153,0.001751,0.000516,0.239725
2024-10-31,2023,AEE,Ameren Corp,7500.000000,19781102.630000,4130.905300,Brown,Huck Finn Renewable Energy center/Missouri,Green,,,,2024-10-25,86.530000,2024-11-04,84.780000,-2.030000,Completed,-0.256127,-1.773873,-0.000765,0.000431,8.326494
2024-10-30,2023,EQNR,Equinor ASA,106848.000000,11449109.440000,152.841800,Brown,Northern Marcellus gas unit/US,Brown,EQT Corp,1250.000000,,2024-10-25,24.740000,2024-11-04,22.880000,-7.540000,Completed,-0.256127,-7.283873,-0.044723,0.006140,5.035925
2024-10-29,2023,CECO,CECO Environmental Corp,544.840000,5978.080000,10.972100,Green,Profire Energy Inc,Brown,,107.640000,8.300000,2024-10-25,26.770000,2024-11-01,23.470000,-12.330000,Completed,-1.971052,-10.358948,-0.000324,0.000031,2.482579
2024-10-24,2023,D,Dominion Energy Inc,14393.000000,29523724.000000,2673.081600,Brown,Kitty Hawk North offshore wind lease area/Kitty Hawk,Green,Avangrid Inc,160.000000,,2024-10-18,58.550000,2024-10-28,58.740000,0.330000,Completed,-1.588699,1.918699,0.001587,0.000827,7.891361
2024-10-23,2023,SHEL,Shell PLC,316620.000000,40524988.220000,271.738500,Brown,RISEC Holdings LLC,Neutral,"Electricity Generating PCL,Carlyle Group Inc/The (Fund: Abingworth Bioventures 9 LP)",,,2024-10-18,65.630000,2024-10-28,64.650000,-1.490000,Completed,-1.588699,0.098699,0.001796,0.018194,5.608513
2024-10-15,2023,CIFR,Cipher Mining Inc,126.840000,476.450000,3.756300,Green,1.5 GW of Data Center/Texas,Neutral,Juvo Energy Ltd,4.100000,,2024-10-11,4.190000,2024-10-18,4.970000,18.620000,Completed,-2.059853,20.679853,0.000151,0.000007,1.559470
2024-10-07,2023,CRK,Comstock Resources Inc,1565.110000,402370.890000,478.378400,Brown,Quantum Generative Materials LLC,Green,,,,2024-10-03,11.950000,2024-10-10,11.730000,-1.840000,Completed,1.675485,-3.515485,-0.000316,0.000090,6.172490
2024-10-04,2023,DSGR,Distribution Solutions Group I,1570.400000,21419.680000,13.639600,Green,ConRes Test Equipment/Continental Resources Inc,Brown,Continental Resources Inc/OK,,,2024-09-30,38.510000,2024-10-07,38.260000,-0.650000,Completed,7.248543,-7.898543,-0.000713,0.000090,2.683730
2024-10-01,2023,SMC,Summit Midstream Corp,458.900000,10916116.910000,23787.416800,Brown,Tall Oak Midstream LLC,Brown,Tailwater Capital LLC,425.180000,,2024-09-27,34.590000,2024-10-04,37.120000,7.310000,Completed,9.046232,-1.736232,-0.000046,0.000026,10.076954
2024-09-30,2023,ULBI,Ultralife Corp,158.640000,5610.410000,39.859800,Brown,Electrochem Solutions Inc,Green,Integer Holdings Corp,50.000000,,2024-09-26,9.370000,2024-10-03,9.520000,1.600000,Completed,5.920140,-4.320140,-0.000039,0.000009,3.710147
2024-09-12,2023,APO,Apollo Global Management Inc,32781.000000,1182.000000,0.100000,Green,Freedom CNG Management LLC,Brown,,,,2024-09-06,107.390000,2024-09-16,116.500000,8.480000,Completed,-0.608505,9.088505,0.017120,0.001884,0.095310
2024-09-03,2023,WFRD,Weatherford International PLC,5135.000000,116153.000000,22.619900,Green,Datagration LLC,Neutral,,,,2024-08-30,104.250000,2024-09-06,89.460000,-14.190000,Completed,-5.421154,-8.768846,-0.002588,0.000295,3.162090
2024-08-29,2023,OKE,ONEOK Inc,17677.000000,3994126.200000,280.239700,Brown,Medallion Midstream LLC,Brown,Global Infrastructure Management LLC,2600.000000,,2024-08-23,86.250000,2024-09-03,90.330000,4.730000,Completed,-0.056135,4.786135,0.004862,0.001016,5.639207
2024-08-27,2023,TPL,Texas Pacific Land Corp,631.600000,13819.000000,21.879500,Green,2 oil & gas mineral interests/Permian Basin,Brown,,169.000000,,2024-08-23,856.040000,2024-08-30,865.880000,1.150000,Completed,2.492697,-1.342697,-0.000049,0.000036,3.130241
2024-08-06,2023,CEG,Constellation Energy Corp,24918.000000,9679181.000000,579.539800,Brown,Constellation South Texas LLC,Brown,,,,2024-08-02,166.200000,2024-08-09,188.870000,13.640000,Completed,-1.465714,15.105714,0.021630,0.001432,6.363958
2024-08-06,2023,MPLX,MPLX LP,11281.000000,5401376.570000,87.754500,Brown,BANGL NGL pipeline/Permian,Brown,,,,2024-08-02,39.690000,2024-08-09,39.200000,-1.240000,Completed,-1.465714,0.225714,0.000146,0.000648,4.485874
2024-07-29,2023,PR,Permian Resources Corp,3120.890000,892378.210000,369.535700,Brown,Certain Basin assets/Texas,Neutral,Occidental Petroleum Corp,818.000000,,2024-07-25,14.860000,2024-08-01,14.300000,-3.770000,Completed,0.442774,-4.212774,-0.000756,0.000179,5.914950
2024-07-29,2023,SD,SandRidge Energy Inc,148.640000,33621.260000,435.629900,Brown,Certain Assets,Neutral,,144.000000,,2024-07-25,13.250000,2024-08-01,12.680000,-4.260000,Completed,0.442774,-4.702774,-0.000040,0.000009,6.079086
2024-07-23,2023,FLS,Flowserve Corp,4320.580000,14551.500000,3.368000,Green,Intellectual Property & LNG Pumping Technology/NexGen Cryogenic Solutions Inc,Brown,Nexgen Cryogenic Solutions Inc,,,2024-07-19,49.290000,2024-07-26,50.310000,2.050000,Completed,-1.284932,3.334932,0.000828,0.000248,1.474305
2024-07-22,2023,AROC,Archrock Inc,990.340000,18566.680000,18.125500,Green,Total Operations & Production Services LLC,Green,Apollo Global Management Inc,969.630000,,2024-07-18,22.440000,2024-07-25,20.840000,-7.130000,Completed,-1.416011,-5.713989,-0.000325,0.000057,2.951023
2024-07-22,2023,DOV,Dover Corp,7684.480000,54787.000000,17.253000,Green,Marshall Excelsior Co,Neutral,Harbour Group Industries Inc,395.000000,,2024-07-18,184.870000,2024-07-25,184.850000,-0.010000,Completed,-1.416011,1.406011,0.000621,0.000442,2.904329
2024-07-10,2023,HON,Honeywell International Inc,36662.000000,695159.080000,91.263900,Brown,Liquefied natural gas process technology and equipment business/Allentown,Brown,Air Products and Chemicals Inc,1810.000000,,2024-07-05,208.930000,2024-07-15,212.360000,1.640000,Completed,0.393313,1.246687,0.002626,0.002107,4.524653
2024-07-09,2023,SEI,Solaris Energy Infrastructure,292.950000,4068.430000,18.194400,Green,Mobile Energy Rentals LLC,Neutral,,198.630000,,2024-07-05,8.150000,2024-07-12,11.790000,23.530000,Completed,-1.103463,21.348505,0.000359,0.000017,2.954619
2024-07-09,2023,UTL,Unitil Corp,557.100000,20546.160000,36.880600,Brown,Bangor Natural Gas Co,Brown,Hearthstone Utilities Inc,70.900000,,2024-07-05,49.920000,2024-07-12,53.880000,7.930000,Completed,-1.103463,9.033463,0.000289,0.000032,3.634439
2024-07-08,2023,DVN,Devon Energy Corp,15258.000000,2188624.650000,708.949800,Brown,Williston Basin business/Grayson Mill Energy LLC,Brown,Grayson Mill Energy LLC,5000.000000,,2024-07-03,46.940000,2024-07-11,45.290000,-3.510000,Completed,-0.921758,-2.588242,-0.002269,0.000877,6.565194
2024-06-30,2023,AMPS,Altus Power Inc,155.160000,645.850000,4.353500,Green,9.8 MW solar energy facilities/Massachusetts,Green,,9.800000,,2024-06-26,4.020000,2024-07-03,3.980000,-1.000000,Completed,0.043723,-1.043723,-0.000009,0.000009,1.677751
2024-06-27,2023,GNRC,Generac Holdings Inc,4022.670000,34280.000000,31.408700,Brown,PowerPlay Battery Energy Storage Systems/SunGrid Solutions Inc,Green,Sungrid Solutions Inc,,,2024-06-21,137.000000,2024-07-01,133.160000,-2.800000,Completed,1.841576,-4.641576,-0.001073,0.000231,3.478427
2024-06-24,2023,AMPS,Altus Power Inc,155.160000,645.850000,4.353500,Green,8.5 MW solar array/New Jersey,Green,,,,2024-06-20,4.230000,2024-06-27,4.230000,0.000000,Completed,3.259455,-3.259455,-0.000029,0.000009,1.677751
2024-06-12,2023,MTDR,Matador Resources Co,2808.050000,1051432.000000,471.645000,Brown,Ameredev Stateline II LLC,Brown,"Ameredev II Parent LLC,Ameredev Intermediate II LLC",1905.000000,,2024-06-07,57.250000,2024-06-17,55.400000,-3.240000,Completed,-2.302158,-0.937842,-0.000151,0.000161,6.158345
