Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price ($),T_plus_10_Date,T_plus_10_Price ($),Percent_Return,Deal Status,Benchmark_Return,Abnormal_Return,Weighted_Abnormal_Return,Weight,Log_Carbon_Intensity
2022-11-15,2021,CMC,Commercial Metals Co,6729.760000,49.520000,0.007400,Green,Metals recycling facility & related assets/Galveston,Neutral,"Kodiak Properties LLC,Kodiak Resources Inc",,,2022-11-04,44.500000,2022-11-25,46.570000,4.650000,Completed,2.005572,2.644428,0.001023,0.000387,0.007373
2022-11-11,2021,AIV,Apartment Investment and Management Co,172.110000,2054.300000,11.935700,Green,Howard Energy Partners,Brown,,,,2022-10-31,7.410000,2022-11-21,7.460000,0.630000,Completed,1.565530,-0.935530,-0.000009,0.000010,2.559991
2022-11-07,2021,CPK,Chesapeake Utilities Corp,569.970000,221805.000000,389.153400,Brown,Planet Found Energy Development LLC,Brown,,9.400000,,2022-10-27,117.800000,2022-11-17,108.010000,-8.310000,Completed,4.516830,-12.826830,-0.000420,0.000033,5.966540
2022-11-06,2021,KMI,Kinder Morgan Inc,16610.000000,14100000.000000,848.886200,Brown,STX Midstream pipeline/NextEra Energy Partners LP,Brown,XPLR Infrastructure LP,1831.000000,,2022-10-26,15.290000,2022-11-16,16.130000,5.470000,Completed,5.710009,-0.240009,-0.000229,0.000954,6.745102
2022-11-02,2021,PUMP,ProPetro Holding Corp,874.510000,14877.680000,17.012500,Green,Silvertip Completion Services,Green,,136.160000,,2022-10-21,11.280000,2022-11-14,11.330000,0.440000,Completed,10.504113,-10.064113,-0.000506,0.000050,2.891066
2022-11-02,2021,CEG,Constellation Energy Corp,19649.000000,11387377.590000,579.539800,Brown,Rebate Business/Bill Identity Ltd,Neutral,Optima Technology Group Ltd,2.800000,,2022-10-21,85.340000,2022-11-14,91.980000,7.770000,Completed,10.504113,-2.734113,-0.003087,0.001129,6.363958
2022-11-02,2021,WTTR,Select Water Solutions Inc,764.620000,335852.060000,439.240500,Brown,"Breakwater Energy Partners LLC,Breakwater & water pipeline assets/Cypress Environmental Services LLC",Green,Cypress Environmental Partners,,,2022-10-21,8.120000,2022-11-14,8.150000,0.350000,Completed,10.504113,-10.154113,-0.000446,0.000044,6.087321
2022-10-27,2021,ARIS,Aris Water Solution Inc,229.250000,19451.670000,84.848800,Brown,Intellectual property rights and related proprietary treatment technologies,Neutral,Water Standard Management US Inc,,,2022-10-14,12.820000,2022-11-07,15.610000,21.760000,Completed,11.512176,10.247824,0.000135,0.000013,4.452588
2022-10-26,2021,BH,Biglari Holdings Inc,366.110000,6418.040000,17.530600,Green,Abraxas Petroleum Corp,Brown,,54.900000,1.200000,2022-10-14,125.970000,2022-11-07,141.950000,12.690000,Completed,11.512176,1.177824,0.000025,0.000021,2.919423
2022-10-26,2021,PROP,Prairie Operating Co,0.810000,301.260000,373.030500,Brown,Prairie Operating Co LLC,Green,,28.200000,,2022-10-14,6.470000,2022-11-07,4.410000,-27.640000,Completed,11.512176,-26.228191,-0.000001,0.000000,5.924337
2022-10-26,2021,NOA,North American Construction Group Ltd,654.140000,10842.840000,16.575600,Green,ML Northern Services Ltd,Brown,,11.060000,,2022-10-14,10.190000,2022-11-07,12.400000,21.620000,Completed,11.512176,10.107824,0.000380,0.000038,2.866512
2022-10-18,2021,D,Dominion Energy Inc,13964.000000,15471297.200000,1107.941600,Brown,Energy Storage Project/East Point Energy,Green,East Point Energy LLC,,,2022-10-07,56.750000,2022-10-28,61.180000,7.800000,Completed,8.260542,-0.460542,-0.000370,0.000802,7.011161
2022-10-12,2021,FANG,Diamondback Energy Inc,5567.000000,1253208.510000,225.113800,Brown,Firebird Energy LLC,Brown,,1555.050000,,2022-09-30,107.040000,2022-10-24,136.180000,27.230000,Completed,18.967556,8.262444,0.002643,0.000320,5.421038
2022-10-11,2021,NOG,Northern Oil and Gas Inc,496.900000,342025.420000,688.319800,Brown,Non operated interests/Northern Delaware Basin,Neutral,,130.000000,,2022-09-30,24.880000,2022-10-21,31.290000,25.790000,Completed,18.409094,7.380906,0.000211,0.000029,6.535705
2022-10-01,2021,NOA,North American Construction Group Ltd,654.140000,10842.840000,16.575600,Green,ML Northern Services Ltd,Neutral,,,,2022-09-20,10.370000,2022-10-11,10.210000,-1.500000,Completed,3.710385,-5.210385,-0.000196,0.000038,2.866512
2022-09-30,2021,NOG,Northern Oil and Gas Inc,496.900000,342025.420000,688.319800,Brown,Non operated interests/Delaware Basin,Neutral,Alpha Energy Partners LLC,157.500000,,2022-09-19,27.750000,2022-10-10,29.780000,7.310000,Completed,4.607488,2.702512,0.000077,0.000029,6.535705
2022-09-29,2021,DTM,DT Midstream Inc,840.000000,39311.390000,46.799300,Brown,Millennium Pipeline Co LLC,Brown,National Grid PLC,552.000000,,2022-09-16,49.890000,2022-10-10,47.480000,-4.820000,Completed,2.375691,-7.195691,-0.000347,0.000048,3.867011
2022-09-29,2021,DTM,DT Midstream Inc,840.000000,39311.390000,46.799300,Brown,Millennium Pipeline/US,Brown,National Grid PLC,552.000000,,2022-09-16,49.890000,2022-10-10,47.480000,-4.820000,Completed,2.375691,-7.195691,-0.000347,0.000048,3.867011
2022-09-29,2021,BN,Brookfield Corp,75731.000000,778802.780000,10.283800,Green,Standard Solar Inc,Green,Energir Inc,530.000000,,2022-09-16,38.050000,2022-10-10,31.720000,-16.640000,Completed,2.375691,-19.015691,-0.082753,0.004352,2.423368
2022-09-29,2021,ENB,Enbridge Inc,47071.000000,7431128.000000,157.870600,Brown,Tri Global Energy LLC,Green,"Altius Minerals Corp,Unknown Seller",270.000000,,2022-09-16,35.770000,2022-10-10,31.770000,-11.170000,Completed,2.375691,-13.545691,-0.036640,0.002705,5.068090
2022-09-23,2021,ETR,Entergy Corp,11742.900000,35663689.000000,3037.043800,Brown,475 MW Solar Gnerating capacity/US,Green,,,,2022-09-12,52.510000,2022-10-03,44.730000,-14.810000,Completed,-3.316603,-11.493397,-0.007756,0.000675,8.018969
2022-09-22,2021,TALO,Talos Energy Inc,1212.500000,1143630.470000,943.198100,Brown,Enven Energy Corp,Neutral,,1108.470000,,2022-09-09,20.310000,2022-10-03,18.740000,-7.730000,Completed,-0.906911,-6.823089,-0.000475,0.000070,6.850336
2022-09-13,2021,AM,Antero Midstream Corp,898.200000,850474.990000,946.863800,Brown,Marcellus natural gas gathering & compression assets/West Virginia,Brown,Crestwood Equity Partners LP,205.000000,,2022-09-02,8.310000,2022-09-23,7.570000,-8.940000,Completed,-7.040638,-1.899362,-0.000098,0.000052,6.854211
2022-09-12,2021,ARKO,Arko Corp,7417.400000,79943.640000,10.777900,Green,Transit Energy Group LLC,Neutral,,370.000000,,2022-09-01,9.200000,2022-09-22,9.240000,0.520000,Completed,-4.937462,5.457462,0.002326,0.000426,2.466225
2022-09-09,2021,SPRU,Spruce Power Holding Corp,15.600000,179.520000,11.507900,Green,Spruce Power Holdings LLC,Green,HPS Investment Partners LLC,58.000000,,2022-08-29,9.360000,2022-09-19,8.400000,-10.260000,Completed,-5.255282,-5.004718,-0.000004,0.000001,2.526360
2022-09-07,2021,EQT,EQT Corp,4680.890000,319886.000000,68.338700,Brown,"Upstream assets/THQ Appalachia I LLC,Gathering & processing assets/THQ-XcL Holdings I LLC",Neutral,Quantum Energy Partners LLC,4939.630000,,2022-08-26,47.680000,2022-09-19,45.450000,-4.690000,Completed,-6.363023,1.673023,0.000450,0.000269,4.239003
2022-08-18,2021,ENB,Enbridge Inc,47071.000000,7431128.000000,157.870600,Brown,Gray Oak Pipeline LLC,Brown,Phillips 66,,,2022-08-05,36.750000,2022-08-29,38.330000,4.300000,Completed,17.345784,-13.045784,-0.035288,0.002705,5.068090
2022-08-17,2021,NOG,Northern Oil and Gas Inc,496.900000,342025.420000,688.319800,Brown,Non operated interests/Midland Basin,Neutral,,110.000000,,2022-08-05,24.050000,2022-08-29,29.330000,21.970000,Completed,17.345784,4.624216,0.000132,0.000029,6.535705
2022-08-15,2021,BKR,Baker Hughes Co,20502.000000,391346.000000,19.088200,Green,Quest Integrity Group LLC,Brown,Team Inc,280.000000,,2022-08-04,22.130000,2022-08-25,25.070000,13.250000,Completed,12.631024,0.618976,0.000729,0.001178,3.000133
2022-08-11,2021,KMI,Kinder Morgan Inc,16610.000000,14100000.000000,848.886200,Brown,North American Natural Resources Inc,Green,,135.000000,,2022-07-29,15.510000,2022-08-22,16.010000,3.170000,Completed,5.521540,-2.351540,-0.002245,0.000954,6.745102
2022-08-09,2021,DVN,Devon Energy Corp,12206.000000,1543105.450000,126.421900,Brown,Validus Energy Aquilas Assetco LLC,Brown,,1800.000000,,2022-07-29,54.340000,2022-08-19,59.230000,9.010000,Completed,5.721108,3.288892,0.002307,0.000701,4.847504
2022-08-09,2021,APA,APA Corp,8079.000000,6257760.460000,774.571200,Brown,Mining properties/Texas Delaware Basin,Neutral,,505.000000,,2022-07-29,34.490000,2022-08-19,33.550000,-2.740000,Completed,5.721108,-8.461108,-0.003928,0.000464,6.653600
2022-08-09,2021,EVRG,Evergy Inc,5586.700000,26540373.000000,4750.635100,Brown,199 MW Persimmon creek wind Farm/Oklahoma,Green,"Gestamp Eolica SL,Scout Clean Energy LLC",250.000000,,2022-07-29,60.620000,2022-08-19,63.860000,5.350000,Completed,5.721108,-0.371108,-0.000119,0.000321,8.466244
2022-08-09,2021,EVRG,Evergy Inc,5586.700000,26540373.000000,4750.635100,Brown,Wind farm/Oklahoma,Green,,,,2022-07-29,60.620000,2022-08-19,63.860000,5.350000,Completed,5.721108,-0.371108,-0.000119,0.000321,8.466244
2022-08-04,2021,ARIS,Aris Water Solution Inc,229.250000,19451.670000,84.848800,Brown,Delaware Energy Services LLC,Brown,,128.800000,,2022-07-22,17.200000,2022-08-15,16.390000,-4.720000,Completed,7.248419,-11.968419,-0.000158,0.000013,4.452588
2022-08-03,2021,BWA,BorgWarner Inc,11803.000000,99997.340000,8.472200,Green,Rhombus Energy Solutions Inc,Green,"Nabtesco Corp,Inci Holding AS,Golden Regent Electronics Industrial Ltd,Greenhouse Capital Partners (Fund: Greenhouse Capital Partners II LP),Cycle Capital Management CCM Inc (Fund: Cycle Capital Fund IV LP),Emerald Technology Ventures AG (Fund: Emerald Water Innovation Impact Fund LP)",130.000000,,2022-07-22,30.850000,2022-08-15,33.630000,9.040000,Completed,7.248419,1.791581,0.001215,0.000678,2.248361
2022-08-03,2021,AEP,American Electric Power Co Inc,16792.000000,28544859.420000,1699.908300,Brown,595 MW Cardinal Plant Unit 1/Brilliant,Neutral,AEP Generation Resources Inc,,,2022-07-22,84.830000,2022-08-15,94.750000,11.690000,Completed,7.248419,4.441581,0.004286,0.000965,7.438918
2022-07-28,2021,PBF,PBF Energy Inc,27253.400000,14160000.000000,519.568200,Brown,PBF Logistics LP,Neutral,,1096.910000,6.880000,2022-07-15,25.800000,2022-08-08,28.250000,9.490000,Completed,8.845789,0.644211,0.001009,0.001566,6.254921
2022-07-25,2021,SHEL,Shell PLC,261504.000000,45504846.910000,174.012000,Brown,Shell Midstream Partners LP,Brown,,1963.600000,23.350000,2022-07-14,41.380000,2022-08-04,45.820000,10.730000,Completed,4.172134,6.557866,0.098546,0.015027,5.164855
2022-07-20,2021,BLK,BlackRock Inc,19374.000000,5308.000000,0.274000,Green,Vanguard Renewables LLC,Green,Vision Ridge Partners LLC,,,2022-07-08,576.650000,2022-08-01,624.890000,8.370000,Completed,8.199507,0.170493,0.000190,0.001113,0.242162
2022-07-19,2021,KMI,Kinder Morgan Inc,16610.000000,14100000.000000,848.886200,Brown,3 landfill assets/Mas CanAm LLC,Neutral,MAS CanAm LLC,355.000000,,2022-07-08,14.410000,2022-07-29,15.510000,7.670000,Completed,10.481819,-2.811819,-0.002684,0.000954,6.745102
2022-07-14,2021,EGY,VAALCO Energy Inc,199.080000,107795.820000,541.483400,Brown,TransGlobe Energy Corp,Brown,,328.510000,1.760000,2022-07-01,6.020000,2022-07-25,4.760000,-20.930000,Completed,3.146395,-24.076395,-0.000275,0.000011,6.296157
2022-07-07,2021,POR,General Electric Co,2396.000000,5859714.000000,2445.623500,Brown,Nexus Controls LLC,Neutral,Baker Hughes Co,,,2022-06-24,42.280000,2022-07-18,44.320000,4.830000,Completed,-0.707607,5.537607,0.000762,0.000138,7.802464
2022-07-05,2021,REI,Ring Energy Inc,196.310000,121754.810000,620.229700,Brown,"Stronghold Energy II Operating LLC,Stronghold Energy II Royalties LP",Brown,"Warburg Pincus LLC,Unknown Seller",262.510000,,2022-06-24,2.910000,2022-07-15,2.410000,-17.180000,Completed,-2.929522,-14.250478,-0.000161,0.000011,6.431701
2022-07-05,2021,NNI,Nelnet Inc,1500.910000,993.760000,0.662100,Green,Grne Solutions LLC,Green,,,,2022-06-24,83.550000,2022-07-15,87.560000,4.800000,Completed,-2.929522,7.729522,0.000667,0.000086,0.508082
2022-06-17,2021,TRGP,Targa Resources Corp,16949.800000,7006559.460000,413.371200,Brown,Lucid Energy Group LLC,Brown,"Goldman Sachs Asset Management LP,Encap Flatrock Midstream,Riverstone Holdings LLC (Fund: Riverstone Pattern Energy II LP)",3550.000000,,2022-06-06,71.920000,2022-06-27,57.210000,-20.450000,Completed,-15.131051,-5.318949,-0.005181,0.000974,6.026762
2022-06-09,2021,DVN,Devon Energy Corp,12206.000000,1543105.450000,126.421900,Brown,Leasehold interest & related assets/RimRock Oil and Gas LP,Brown,Rimrock Oil & Gas LP,865.000000,,2022-05-27,64.460000,2022-06-21,52.360000,-18.780000,Completed,-9.361489,-9.418511,-0.006606,0.000701,4.847504
2022-06-08,2021,NOG,Northern Oil and Gas Inc,496.900000,342025.420000,688.319800,Brown,Non operated interests/Williston Basin,Neutral,,158.000000,,2022-05-27,29.740000,2022-06-21,27.520000,-7.470000,Completed,-9.361489,1.891489,0.000054,0.000029,6.535705
2022-06-01,2021,MYE,Myers Industries Inc,761.440000,51316.830000,67.394900,Brown,Mohawk Rubber Sales of NE Inc,Neutral,ISO New England Inc,27.800000,,2022-05-20,20.580000,2022-06-13,21.170000,2.870000,Completed,3.922514,-1.052514,-0.000046,0.000044,4.225298
2022-05-31,2021,SU,Suncor Energy Inc,39132.000000,10848667.930000,277.232600,Brown,White Rose asset,Neutral,Cenovus Energy Inc,39.580000,,2022-05-20,34.020000,2022-06-10,37.250000,9.470000,Completed,8.953581,0.516419,0.001161,0.002249,5.628457
2022-05-31,2021,PROP,Prairie Operating Co,0.810000,301.260000,373.030500,Brown,Certain energy assets/South Dakota,Neutral,Highwire Energy Partners LLC,,,2022-05-20,17.940000,2022-06-10,13.850000,-22.790000,Completed,8.953581,-26.228191,-0.000001,0.000000,5.924337
2022-05-26,2021,FF,FutureFuel Corp,321.390000,33963.840000,105.679300,Brown,Cebolleta Uranium Project/Cibola County,Neutral,Encore Energy Corp,92.720000,,2022-05-13,4.320000,2022-06-06,4.840000,12.110000,Completed,14.466792,-2.356792,-0.000044,0.000018,4.669827
2022-05-19,2021,PR,Permian Resources Corp,897.770000,412347.000000,459.302900,Brown,Colgate Energy Partners III LLC,Neutral,,2612.610000,,2022-05-06,7.380000,2022-05-31,7.230000,-1.980000,Completed,12.611808,-14.591808,-0.000753,0.000052,6.131885
2022-05-17,2021,HLX,Helix Energy Solutions Group Inc,674.730000,205000.000000,303.826100,Green,Alliance Offshore LLC,Neutral,,120.000000,,2022-05-06,4.340000,2022-05-27,4.640000,6.910000,Completed,14.329379,-7.419379,-0.000288,0.000039,5.719741
2022-05-16,2021,FANG,Diamondback Energy Inc,5567.000000,1253208.510000,225.113800,Brown,Rattler Midstream LP,Brown,,1281.660000,5.610000,2022-05-05,117.500000,2022-05-26,127.130000,8.200000,Completed,10.586754,-2.386754,-0.000764,0.000320,5.421038
2022-05-05,2021,CAT,Caterpillar Inc,50971.000000,250507.180000,4.914700,Green,Tangent Energy Solutions Inc,Neutral,,,,2022-04-22,205.040000,2022-05-16,196.410000,-4.210000,Completed,10.375187,-14.585187,-0.042720,0.002929,1.777441
2022-05-03,2021,RDUS,Radius Recycling Inc,2758.550000,2928.050000,1.061400,Green,Operating assets/Encore Recycling LLC,Neutral,Encore Recycling LLC,,,2022-04-22,47.050000,2022-05-13,34.120000,-27.490000,Completed,7.539595,-26.228191,-0.004158,0.000159,0.723385
2022-04-28,2021,HPK,HighPeak Energy Inc,220.120000,121707.360000,552.903600,Brown,Howard County assets,Neutral,Hannathon Petroleum LLC,345.370000,,2022-04-14,29.930000,2022-05-09,26.150000,-12.620000,Completed,-0.626853,-11.993147,-0.000152,0.000013,6.316991
2022-04-27,2021,CHX,ChampionX Corp,3074.990000,76396.000000,24.844300,Green,Leak Surveys Inc,Neutral,,3.700000,,2022-04-14,24.370000,2022-05-09,19.610000,-19.540000,Completed,-0.626853,-18.913147,-0.003342,0.000177,3.252090
2022-04-26,2021,ST,Sensata Technologies Holding PLC,3820.810000,10328.080000,2.703100,Green,Dynapower Co LLC,Green,Pfingsten Partners LLC,580.000000,,2022-04-14,45.650000,2022-05-06,44.070000,-3.460000,Completed,4.183972,-7.643972,-0.001678,0.000220,1.309170
2022-04-20,2021,BKR,Baker Hughes Co,20502.000000,391346.000000,19.088200,Green,Mosaic Materials Inc,Green,"Baruch Future Ventures LLC,Unknown Seller,Evok Innovations Inc",,,2022-04-08,34.860000,2022-05-02,28.710000,-17.620000,Completed,-1.356602,-16.263398,-0.019160,0.001178,3.000133
2022-04-19,2021,ALE,ALLETE Inc,1419.200000,2599166.900000,1831.431000,Brown,New Energy Equity,Green,,165.500000,,2022-04-08,56.680000,2022-04-29,51.800000,-8.620000,Completed,-2.906988,-5.713012,-0.000466,0.000082,7.513399
2022-04-11,2021,SUN,Sunoco LP,17596.000000,170456.020000,9.687200,Green,Gladieux Energy LLC,Neutral,,190.000000,,2022-03-31,33.150000,2022-04-21,34.190000,3.110000,Completed,0.800106,2.309894,0.002336,0.001011,2.369047
2022-04-04,2021,HPK,HighPeak Energy Inc,220.120000,121707.360000,552.903600,Brown,Oil & gas properties/Permian Basin,Brown,Alamo Frac Holdings LLC,201.000000,,2022-03-24,21.030000,2022-04-14,29.930000,40.000000,Completed,3.876704,34.047978,0.000431,0.000013,6.316991
2022-04-04,2021,AMTX,Aemetis Inc,211.950000,55040.790000,259.688800,Brown,8.5 acre property/California,Neutral,,2.000000,,2022-03-24,11.220000,2022-04-14,13.170000,17.380000,Completed,3.876704,13.503296,0.000164,0.000012,5.563327
2022-03-31,2021,FCPT,Four Corners Property Trust Inc,199.380000,2592.860000,13.004700,Green,Express Oil Change property,Brown,,1.500000,,2022-03-18,22.680000,2022-04-11,24.280000,7.060000,Completed,5.311540,1.748460,0.000020,0.000011,2.639393
2022-03-28,2021,USDP,USD Partners LP,204.480000,3519.150000,17.209800,Brown,Hardisty South terminal assets/USD Group LLC,Neutral,USD Group LLC,107.470000,,2022-03-17,5.010000,2022-04-07,5.520000,10.160000,Completed,9.302548,0.857452,0.000010,0.000012,2.901960
2022-03-17,2021,TRGP,Targa Resources Corp,16949.800000,7006559.460000,413.371200,Brown,Southcross Energy Operating LLC,Brown,,200.000000,,2022-03-04,65.170000,2022-03-28,70.020000,7.440000,Completed,6.037522,1.402478,0.001366,0.000974,6.026762
2022-03-15,2021,ENPH,Enphase Energy Inc,1382.050000,12095.160000,8.751600,Brown,SolarLeadFactory LLC,Green,,,,2022-03-04,158.150000,2022-03-25,193.810000,22.550000,Completed,8.729865,13.820135,0.001098,0.000079,2.277431
2022-03-08,2021,SND,Smart Sand Inc,126.650000,11663.010000,92.090000,Brown,Hi-Crush Blair LLC,Brown,Hi-Crush Inc,6.500000,,2022-02-25,3.070000,2022-03-18,3.210000,4.350000,Completed,10.087914,-5.737914,-0.000042,0.000007,4.533567
2022-03-07,2021,CHRD,Chord Energy Corp,1579.930000,1457753.140000,922.671800,Brown,Whiting Petroleum Corp,Brown,,3247.000000,2.770000,2022-02-24,87.360000,2022-03-17,104.760000,19.920000,Completed,9.328809,10.591191,0.000962,0.000091,6.828357
2022-03-03,2021,ALE,ALLETE Inc,1419.200000,2599166.900000,1831.431000,Brown,NEW Energy Equity LLC,Green,"Unknown Seller,SmartPitch Ventures LLC",165.500000,,2022-02-18,53.510000,2022-03-14,57.030000,6.590000,Completed,8.879818,-2.289818,-0.000187,0.000082,7.513399
2022-02-28,2021,CVX,Chevron Corp,155606.000000,28582001.820000,183.681900,Brown,Renewable Energy Group Inc,Green,,2769.660000,8.870000,2022-02-17,118.890000,2022-03-10,152.010000,27.850000,Completed,12.963004,14.886996,0.133117,0.008942,5.218635
2022-02-25,2021,NVAX,NOV Inc,1146.290000,6696.680000,5.842100,Green,Advanced Drilling Solutions business/AFG Holdings Inc,Neutral,AFG Holdings Inc,,,2022-02-14,80.110000,2022-03-07,69.730000,-12.960000,Completed,8.422083,-21.382083,-0.001408,0.000066,1.923095
2022-02-23,2021,BEEM,Beam Global,9.000000,290.070000,32.223100,Brown,AllCell Technologies LLC,Neutral,,13.670000,,2022-02-11,13.210000,2022-03-07,14.650000,10.900000,Completed,11.575549,-0.675549,-0.000000,0.000001,3.503245
2022-02-22,2021,MTDR,Matador Resources Co,1641.970000,774427.000000,471.645000,Brown,Producing & non-producing properties,Neutral,,242.000000,,2022-02-11,42.690000,2022-03-04,51.640000,20.960000,Completed,9.953241,11.006759,0.001039,0.000094,6.158345
2022-02-16,2021,HNRG,Hallador Energy Co,247.670000,650443.260000,2626.292100,Brown,Merom generating station/Indiana,Neutral,Hoosier Energy Rural Electric Cooperative Inc,,,2022-02-04,2.450000,2022-02-28,3.430000,40.000000,Completed,4.038920,34.047978,0.000485,0.000014,7.873709
2022-02-01,2021,CIVI,Civitas Resources Inc,930.610000,1278400.000000,1373.716700,Brown,Bison Oil & Gas II LLC,Brown,,345.420000,,2022-01-21,37.030000,2022-02-11,38.950000,5.200000,Completed,10.516403,-5.316403,-0.000284,0.000053,7.226003
2022-01-25,2021,EXE,Expand Energy Corp,5809.000000,927084.630000,159.594500,Brown,Chief E&D Holdings LP,Neutral,"Tug Hill Inc/Texas,Rees-Jones Foundation/The,Unknown Seller,Rees-Jones Family Holdings LP,Chief E&D GP LLC,Chief E&D Participants LP",2634.470000,,2022-01-14,59.540000,2022-02-04,55.760000,-6.350000,Completed,9.313028,-15.663028,-0.005228,0.000334,5.078883
2022-01-20,2021,HUT,Hut 8 Corp,138.650000,474.190000,3.420000,Green,Cloud & colocation data center business,Neutral,TeraGo Inc,24.070000,,2022-01-07,33.050000,2022-01-31,29.700000,-10.140000,Completed,8.940662,-19.080662,-0.000152,0.000008,1.486140
2022-01-19,2021,PLUG,Plug Power Inc,502.340000,15963.060000,31.777300,Brown,Joule Processing LLC,Neutral,,30.000000,,2022-01-07,24.960000,2022-01-31,21.870000,-12.380000,Completed,8.940662,-21.320662,-0.000615,0.000029,3.489736
2022-01-18,2021,ALTO,Alto Ingredients Inc,1207.890000,220296.780000,182.381200,Brown,Eagle Alcohol Co LLC,Neutral,,14.000000,,2022-01-07,5.170000,2022-01-28,4.980000,-3.680000,Completed,8.461396,-12.141396,-0.000843,0.000069,5.211567
2022-01-13,2021,DUK,Duke Energy Corp,24621.000000,78000000.000000,3168.027300,Brown,3211 Shannon Rd/Durham,Neutral,,,,2021-12-31,92.040000,2022-01-24,90.000000,-2.210000,Completed,13.565741,-15.775741,-0.022320,0.001415,8.061180
2022-01-04,2021,FELE,Franklin Electric Co Inc,1661.860000,23119.600000,13.911800,Green,Blake Group Holdings Inc,Brown,,27.100000,,2021-12-23,88.570000,2022-01-14,87.630000,-1.060000,Completed,17.568797,-18.628797,-0.001779,0.000095,2.702153
2021-12-23,2020,FCPT,Four Corners Property Trust Inc,170.940000,2298.440000,13.445600,Green,2 Express Oil Change/Mississippi,Brown,,4.600000,,2021-12-10,23.710000,2022-01-03,24.980000,5.340000,Completed,2.007937,3.332063,0.000033,0.000010,2.670390
2021-12-21,2020,ENPH,Enphase Energy Inc,774.420000,26385.260000,34.070800,Brown,365 Pronto Inc,Neutral,,,,2021-12-10,215.020000,2021-12-31,182.940000,-14.920000,Completed,-1.058354,-13.861646,-0.000617,0.000045,3.557369
2021-12-17,2020,BOOM,DMC Global Inc,229.160000,1390.460000,6.067600,Green,Arcadia Inc,Neutral,,282.500000,,2021-12-06,38.370000,2021-12-27,40.620000,5.860000,Completed,3.058412,2.801588,0.000037,0.000013,1.955521
2021-12-16,2020,ULBI,Ultralife Corp,107.710000,4135.840000,38.397200,Brown,Excell Battery Canada ULC,Neutral,,16.450000,,2021-12-03,5.110000,2021-12-27,6.030000,18.000000,Completed,2.242538,15.757462,0.000098,0.000006,3.673695
2021-12-16,2020,ULBI,Ultralife Corp,107.710000,4135.840000,38.397200,Brown,656700 BC Ltd,Neutral,,7.050000,,2021-12-03,5.110000,2021-12-27,6.030000,18.000000,Completed,2.242538,15.757462,0.000098,0.000006,3.673695
2021-12-16,2020,CPK,Chesapeake Utilities Corp,488.200000,266679.000000,546.251700,Brown,Operating Assets/Diversified Energy Co,Neutral,Diversified Energy Co PLC,,,2021-12-03,123.360000,2021-12-27,134.090000,8.700000,Completed,2.242538,6.457462,0.000181,0.000028,6.304909
2021-12-14,2020,GTLS,Chart Industries Inc,1177.100000,17380.000000,14.765100,Brown,Earthly Labs Inc,Green,,62.000000,,2021-12-03,162.940000,2021-12-27,159.490000,-2.120000,Completed,2.242538,-4.362538,-0.000295,0.000068,2.757799
2021-12-14,2020,ULBI,Ultralife Corp,107.710000,4135.840000,38.397200,Brown,Excell Battery Group,Neutral,,23.500000,,2021-12-03,5.110000,2021-12-27,6.030000,18.000000,Completed,2.242538,15.757462,0.000098,0.000006,3.673695
2021-12-14,2020,SHEL,Shell PLC,180543.000000,31526463.370000,174.620200,Brown,MS Europe BV,Neutral,Multi Service Technology Solutions Inc,,,2021-12-03,38.750000,2021-12-27,39.420000,1.720000,Completed,2.242538,-0.522538,-0.005421,0.010375,5.168324
2021-12-13,2020,WTTR,Select Water Solutions Inc,605.100000,33176.650000,54.827900,Brown,Nuverra Environmental Solutions Inc,Green,,56.340000,,2021-12-02,5.520000,2021-12-23,5.840000,5.770000,Completed,2.964008,2.805992,0.000098,0.000035,4.022274
2021-12-13,2020,TXNM,TXNM Energy Inc,1523.010000,5602062.230000,3678.278500,Brown,Western Spirit transmission line,Green,,,,2021-12-02,40.470000,2021-12-23,40.390000,-0.200000,Completed,2.964008,-3.164008,-0.000277,0.000088,8.210472
2021-12-09,2020,CHX,ChampionX Corp,1900.000000,24884.580000,13.097200,Green,"Tomson Technologies LLC,Group 2 Technologies LLC",Neutral,,,,2021-11-26,19.560000,2021-12-20,19.420000,-0.720000,Completed,-7.276130,6.556130,0.000716,0.000109,2.645976
2021-12-07,2020,AMRC,Ameresco Inc,1032.280000,315545.000000,305.679200,Green,Juice Technologies Inc,Neutral,,,,2021-11-26,89.700000,2021-12-17,77.350000,-13.770000,Completed,-6.112931,-7.657069,-0.000454,0.000059,5.725802
2021-12-07,2020,XOM,Exxon Mobil Corp,178574.000000,108000000.000000,604.791300,Brown,Materia Inc,Brown,,,,2021-11-26,54.600000,2021-12-17,53.510000,-1.990000,Completed,-6.112931,4.122931,0.042308,0.010262,6.406536
